sale_id,invoice_number,store_id,customer_id,status,raw_amount,raw_date
449,INV-000449,3,664,completed,"₹267,727.49",26/04/2026
450,INV-000450,2,741,completed,"₹330,467.82",05/07/2026
451,INV-000451,3,975,completed,"₹99,468.42",24/08/2026
452,INV-000452,2,315,completed,"₹73,106.47",21/04/2026
453,INV-000453,5,716,completed,"₹211,048.66",25/05/2026
454,INV-000454,4,356,completed,"₹259,405.40",04/08/2026
455,INV-000455,4,348,completed,"₹360,633.61",08/07/2026
456,INV-000456,4,165,completed,"₹395,961.04",21/06/2026
457,INV-000457,5,115,completed,"₹404,791.02",16/05/2026
458,INV-000458,3,911,completed,"₹141,421.39",01/09/2026
459,INV-000459,3,611,completed,"₹145,204.49",29/04/2026
460,INV-000460,2,442,completed,"₹123,306.27",10/06/2026
461,INV-000461,4,189,completed,"₹144,924.97",05/06/2026
462,INV-000462,5,711,completed,"₹312,278.66",13/04/2026
463,INV-000463,1,673,completed,"₹90,160.73",04/05/2026
464,INV-000464,4,555,completed,"₹376,032.57",09/07/2026
465,INV-000465,2,312,completed,"₹132,355.05",14/06/2026
466,INV-000466,5,388,completed,"₹293,333.69",03/09/2026
467,INV-000467,3,681,completed,"₹183,121.33",23/09/2026
468,INV-000468,2,296,completed,"₹300,159.18",01/04/2026
469,INV-000469,2,625,completed,"₹254,708.87",06/09/2026
470,INV-000470,2,484,completed,"₹330,503.86",22/05/2026
471,INV-000471,1,894,completed,"₹12,359.84",11/05/2026
472,INV-000472,4,802,completed,"₹337,563.00",16/07/2026
473,INV-000473,3,740,completed,"₹181,815.86",14/05/2026
474,INV-000474,3,303,completed,"₹167,844.61",24/09/2026
475,INV-000475,2,487,completed,"₹158,239.73",22/07/2026
476,INV-000476,2,152,completed,"₹153,811.44",28/08/2026
477,INV-000477,4,892,completed,"₹184,346.49",13/08/2026
478,INV-000478,1,760,completed,"₹20,935.35",22/05/2026
479,INV-000479,5,994,completed,"₹163,663.37",15/04/2026
480,INV-000480,2,63,completed,"₹281,890.48",24/05/2026
481,INV-000481,4,738,completed,"₹301,348.08",23/07/2026
482,INV-000482,3,641,completed,"₹139,754.28",22/07/2026
483,INV-000483,3,948,completed,"₹525,391.68",23/07/2026
484,INV-000484,4,873,completed,"₹209,968.40",11/05/2026
485,INV-000485,3,149,completed,"₹226,353.88",18/06/2026
486,INV-000486,2,786,completed,"₹85,127.81",10/06/2026
487,INV-000487,5,817,completed,"₹299,786.21",26/05/2026
488,INV-000488,3,61,completed,"₹103,927.39",26/04/2026
489,INV-000489,2,604,completed,"₹114,606.60",16/06/2026
490,INV-000490,2,329,completed,"₹324,010.90",29/07/2026
491,INV-000491,5,935,completed,"₹231,128.69",10/08/2026
492,INV-000492,4,770,completed,"₹99,469.81",19/04/2026
493,INV-000493,1,589,completed,"₹366,730.56",15/06/2026
494,INV-000494,5,194,completed,"₹20,036.70",08/05/2026
495,INV-000495,2,207,completed,"₹182,866.34",17/06/2026
496,INV-000496,2,51,completed,"₹53,160.34",24/07/2026
497,INV-000497,2,964,completed,"₹107,908.03",04/08/2026
498,INV-000498,1,823,completed,"₹103,798.79",17/07/2026
499,INV-000499,3,719,completed,"₹240,785.98",22/04/2026
500,INV-000500,5,888,completed,"₹187,551.95",17/09/2026
900001,RAW-BAD-001,1,10,"₹12,500.00",32/15/2026,completed
900002,RAW-BAD-002,2,20,not_available,2026-08-12,completed
900003,RAW-BAD-003,3,30,"₹5,000.00",2026-08-10,completed
