payment_id,sale_id,payment_method,amount,payment_status,transaction_reference,paid_at
1038,1069,CASH,83821.34,success,TXN-00001069,2026-05-19 11:46:00
1039,1070,BANK_TRANSFER,36031.12,success,TXN-00001070,2026-05-24 21:10:00
1040,1071,UPI,91559.32,success,TXN-00001071,2026-09-02 11:42:00
1041,1072,CARD,187876.15,success,TXN-00001072,2026-08-17 16:38:00
1042,1073,CASH,300299.09,success,TXN-00001073,2026-08-29 17:48:00
1043,1074,CASH,430503.52,success,TXN-00001074,2026-08-13 17:36:00
1044,1075,CARD,410109.35,success,TXN-00001075,2026-08-28 15:31:00
1045,1076,BANK_TRANSFER,35732.59,success,TXN-00001076,2026-05-14 11:17:00
1046,1077,CARD,123712.71,success,TXN-00001077,2026-04-01 14:18:00
1047,1078,BANK_TRANSFER,112287.11,success,TXN-00001078,2026-04-22 18:17:00
1048,1079,BANK_TRANSFER,345331.54,success,TXN-00001079,2026-04-02 20:30:00
1049,1080,CARD,321172.29,success,TXN-00001080,2026-05-26 21:01:00
1050,1081,BANK_TRANSFER,129186.74,success,TXN-00001081,2026-05-21 15:17:00
1051,1082,CASH,189380.86,success,TXN-00001082,2026-04-26 15:38:00
1052,1083,BANK_TRANSFER,230908.94,success,TXN-00001083,2026-09-25 12:51:00
1053,1084,CASH,136592.88,success,TXN-00001084,2026-09-05 18:21:00
1054,1086,CARD,32173.11,success,TXN-00001086,2026-06-15 17:40:00
1055,1087,CARD,249108.96,success,TXN-00001087,2026-09-15 09:16:00
1056,1088,BANK_TRANSFER,207876.35,success,TXN-00001088,2026-09-20 15:27:00
1057,1089,UPI,250926.16,success,TXN-00001089,2026-07-25 20:06:00
1058,1090,BANK_TRANSFER,326149.22,success,TXN-00001090,2026-07-05 17:48:00
1059,1091,BANK_TRANSFER,177907.48,success,TXN-00001091,2026-07-15 15:24:00
1060,1092,BANK_TRANSFER,68059.54,success,TXN-00001092,2026-07-13 17:13:00
1061,1093,BANK_TRANSFER,310798.79,success,TXN-00001093,2026-04-21 18:14:00
1062,1094,UPI,28088.6,success,TXN-00001094,2026-09-11 15:17:00
1063,1095,BANK_TRANSFER,53079.86,success,TXN-00001095,2026-09-13 17:40:00
1064,1096,UPI,93581.07,success,TXN-00001096,2026-04-16 10:47:00
1065,1097,CASH,186419.42,success,TXN-00001097,2026-05-01 17:29:00
1066,1098,CARD,25205.57,success,TXN-00001098,2026-08-29 13:21:00
1067,1099,CASH,234301.72,success,TXN-00001099,2026-06-12 15:11:00
1068,1100,UPI,29937.06,success,TXN-00001100,2026-05-08 20:56:00
1069,1101,UPI,202066.39,success,TXN-00001101,2026-05-27 19:18:00
1070,1102,UPI,89895.55,success,TXN-00001102,2026-07-24 09:22:00
1071,1103,CASH,184736.99,success,TXN-00001103,2026-08-14 11:57:00
1072,1104,UPI,344383.74,success,TXN-00001104,2026-06-10 10:21:00
1073,1105,CASH,2577.41,success,TXN-00001105,2026-09-07 10:38:00
1074,1106,UPI,290789.1,success,TXN-00001106,2026-08-31 16:04:00
1075,1107,CASH,105591.27,success,TXN-00001107,2026-05-12 20:15:00
1076,1108,CASH,396467.61,success,TXN-00001108,2026-09-28 09:32:00
1077,1109,CARD,511.85,success,TXN-00001109,2026-07-04 13:47:00
1078,1110,BANK_TRANSFER,95576.92,success,TXN-00001110,2026-06-03 17:33:00
1079,1111,BANK_TRANSFER,235006.23,success,TXN-00001111,2026-07-05 18:33:00
1080,1112,BANK_TRANSFER,213592.55,success,TXN-00001112,2026-07-26 19:00:00
1081,1113,CARD,206495.89,success,TXN-00001113,2026-05-18 15:23:00
1082,1114,BANK_TRANSFER,12993.77,success,TXN-00001114,2026-05-03 15:30:00
1083,1115,UPI,104663.53,success,TXN-00001115,2026-09-05 21:15:00
1084,1116,BANK_TRANSFER,209413.94,success,TXN-00001116,2026-06-16 10:22:00
1085,1117,CASH,102213.27,success,TXN-00001117,2026-05-11 21:17:00
1086,1118,UPI,289943.91,success,TXN-00001118,2026-08-03 15:42:00
1087,1119,CARD,324913.64,success,TXN-00001119,2026-04-26 17:43:00
1088,1120,UPI,213922.39,success,TXN-00001120,2026-07-13 10:16:00
1089,1121,CASH,329155.47,success,TXN-00001121,2026-07-17 10:57:00
1090,1122,UPI,198803.32,success,TXN-00001122,2026-09-03 10:12:00
1091,1123,CARD,325584.4,success,TXN-00001123,2026-04-20 18:13:00
1092,1124,BANK_TRANSFER,86172.96,success,TXN-00001124,2026-06-30 17:22:00
1093,1125,CASH,361256.38,success,TXN-00001125,2026-09-18 11:02:00
1094,1126,BANK_TRANSFER,183828.5,success,TXN-00001126,2026-06-03 19:21:00
1095,1127,CASH,180048.13,success,TXN-00001127,2026-07-23 17:37:00
1096,1128,CARD,120738.01,success,TXN-00001128,2026-07-21 20:58:00
1097,1129,CASH,93952.69,success,TXN-00001129,2026-04-06 18:26:00
1098,1130,UPI,191852.31,success,TXN-00001130,2026-05-22 20:05:00
1099,1132,UPI,221815.51,success,TXN-00001132,2026-06-20 12:53:00
1100,1133,CARD,265951.92,success,TXN-00001133,2026-04-19 18:47:00
1101,1134,UPI,47564.14,success,TXN-00001134,2026-04-01 14:19:00
1102,1135,BANK_TRANSFER,155340.06,success,TXN-00001135,2026-08-21 16:08:00
1103,1136,CARD,171793.43,success,TXN-00001136,2026-04-12 12:07:00
1104,1137,UPI,310975.7,success,TXN-00001137,2026-05-05 09:57:00
1105,1138,CASH,426395.45,success,TXN-00001138,2026-04-13 19:08:00
1106,1139,CARD,501812.56,success,TXN-00001139,2026-08-10 10:27:00
1107,1140,BANK_TRANSFER,14803.24,success,TXN-00001140,2026-08-05 18:35:00
1108,1141,UPI,332682.16,success,TXN-00001141,2026-08-17 15:13:00
1109,1142,UPI,108530.65,success,TXN-00001142,2026-07-22 12:55:00
1110,1143,UPI,31423.92,success,TXN-00001143,2026-04-16 14:31:00
1111,1144,BANK_TRANSFER,204413.13,success,TXN-00001144,2026-07-03 12:20:00
1112,1145,CARD,314304.47,success,TXN-00001145,2026-05-25 15:29:00
1113,1146,BANK_TRANSFER,50252.59,success,TXN-00001146,2026-04-23 17:24:00
1114,1147,BANK_TRANSFER,269808.9,success,TXN-00001147,2026-05-07 20:58:00
1115,1148,CARD,104046.41,success,TXN-00001148,2026-05-13 16:52:00
1116,1149,CARD,112847.42,success,TXN-00001149,2026-04-25 14:01:00
1117,1150,BANK_TRANSFER,78981.12,success,TXN-00001150,2026-05-25 13:42:00
1118,1151,UPI,239692.34,success,TXN-00001151,2026-06-08 20:28:00
1119,1152,CARD,222001.39,success,TXN-00001152,2026-04-08 09:48:00
1120,1153,CASH,314494.92,success,TXN-00001153,2026-07-11 16:05:00
1121,1154,UPI,67958.67,success,TXN-00001154,2026-09-09 13:10:00
1122,1155,UPI,337787.2,success,TXN-00001155,2026-09-20 20:03:00
1123,1156,BANK_TRANSFER,85451.72,success,TXN-00001156,2026-08-09 19:46:00
1124,1157,CARD,169012.42,success,TXN-00001157,2026-09-01 10:35:00
1125,1158,BANK_TRANSFER,348780.25,success,TXN-00001158,2026-05-04 10:24:00
1126,1159,CARD,209240.46,success,TXN-00001159,2026-05-20 19:03:00
1127,1160,CASH,180245.2,success,TXN-00001160,2026-08-13 19:47:00
1128,1161,CARD,236427.93,success,TXN-00001161,2026-08-26 18:35:00
1129,1162,UPI,44453.4,success,TXN-00001162,2026-05-22 16:04:00
1130,1163,BANK_TRANSFER,108654.39,success,TXN-00001163,2026-04-26 15:31:00
1131,1164,CASH,77999.76,success,TXN-00001164,2026-08-05 14:23:00
1132,1165,CARD,88781.65,success,TXN-00001165,2026-09-22 09:28:00
1133,1166,BANK_TRANSFER,546701.77,success,TXN-00001166,2026-04-18 17:38:00
1134,1167,CARD,152130.1,success,TXN-00001167,2026-04-12 18:20:00
1135,1168,CASH,235878.15,success,TXN-00001168,2026-04-18 12:30:00
1136,1169,BANK_TRANSFER,83395.25,success,TXN-00001169,2026-04-04 13:30:00
1137,1171,CARD,69388.25,success,TXN-00001171,2026-09-05 13:28:00
1138,1172,CASH,233241.05,success,TXN-00001172,2026-04-05 16:32:00
1139,1173,CASH,328899.59,success,TXN-00001173,2026-06-19 10:36:00
1140,1174,CASH,314507.08,success,TXN-00001174,2026-06-02 19:55:00
1141,1175,CASH,160216.16,success,TXN-00001175,2026-08-02 14:24:00
1142,1176,BANK_TRANSFER,164753.54,success,TXN-00001176,2026-07-02 14:40:00
1143,1177,UPI,448699.66,success,TXN-00001177,2026-05-14 12:51:00
1144,1178,BANK_TRANSFER,224055.5,success,TXN-00001178,2026-06-20 14:18:00
1145,1179,UPI,180960.22,success,TXN-00001179,2026-06-07 17:53:00
1146,1180,UPI,399670.09,success,TXN-00001180,2026-08-18 10:37:00
1147,1181,CASH,399610.72,success,TXN-00001181,2026-08-29 11:16:00
1148,1182,CARD,389373.45,success,TXN-00001182,2026-07-27 18:06:00
1149,1183,CASH,92258.12,success,TXN-00001183,2026-06-24 14:45:00
1150,1184,CARD,201668.22,success,TXN-00001184,2026-09-02 20:00:00
1151,1186,UPI,46210.23,success,TXN-00001186,2026-07-12 17:52:00
1152,1187,CARD,509822.11,success,TXN-00001187,2026-07-25 18:55:00
1153,1188,BANK_TRANSFER,283376.99,success,TXN-00001188,2026-06-16 09:27:00
1154,1189,BANK_TRANSFER,262301.1,success,TXN-00001189,2026-07-22 12:34:00
1155,1190,BANK_TRANSFER,32808.34,success,TXN-00001190,2026-06-28 20:10:00
1156,1191,BANK_TRANSFER,331932.94,success,TXN-00001191,2026-05-02 15:06:00
1157,1192,BANK_TRANSFER,283919.54,success,TXN-00001192,2026-06-13 10:40:00
1158,1193,UPI,51205.69,success,TXN-00001193,2026-05-03 19:17:00
1159,1194,CARD,141695.47,success,TXN-00001194,2026-09-10 15:13:00
1160,1195,CARD,164146.93,success,TXN-00001195,2026-05-02 18:52:00
1161,1197,CARD,432367.09,success,TXN-00001197,2026-07-17 16:47:00
1162,1198,CARD,245216.41,success,TXN-00001198,2026-06-17 16:11:00
1163,1199,UPI,314273.95,success,TXN-00001199,2026-08-28 14:57:00
1164,1200,CARD,17024.2,success,TXN-00001200,2026-05-26 17:47:00
1165,1201,UPI,303003.62,success,TXN-00001201,2026-09-22 14:08:00
1166,1202,BANK_TRANSFER,22874.37,success,TXN-00001202,2026-05-21 11:41:00
1167,1203,CASH,298433.94,success,TXN-00001203,2026-05-05 20:17:00
1168,1204,CARD,54537.49,success,TXN-00001204,2026-09-26 17:44:00
1169,1205,BANK_TRANSFER,31079.56,success,TXN-00001205,2026-09-09 11:12:00
1170,1206,CARD,141000.81,success,TXN-00001206,2026-06-17 11:22:00
1171,1207,CASH,145548.64,success,TXN-00001207,2026-05-18 12:33:00
1172,1208,CARD,23400.17,success,TXN-00001208,2026-04-25 10:19:00
1173,1209,UPI,294032.23,success,TXN-00001209,2026-06-03 13:22:00
1174,1210,CARD,239816.68,success,TXN-00001210,2026-05-24 13:40:00
1175,1211,UPI,220230.48,success,TXN-00001211,2026-07-15 19:24:00
1176,1212,BANK_TRANSFER,115545.35,success,TXN-00001212,2026-05-20 13:32:00
1177,1214,CARD,14106.39,success,TXN-00001214,2026-06-25 19:06:00
1178,1215,CARD,14071.49,success,TXN-00001215,2026-07-16 15:32:00
1179,1216,CASH,380032.06,success,TXN-00001216,2026-06-13 17:13:00
1180,1217,CARD,414525.78,success,TXN-00001217,2026-05-22 20:59:00
1181,1218,UPI,74705.07,success,TXN-00001218,2026-09-16 13:40:00
1182,1219,CARD,64342.25,success,TXN-00001219,2026-05-28 19:55:00
1183,1220,UPI,136638.41,success,TXN-00001220,2026-06-02 09:40:00
1184,1221,CARD,52281.06,success,TXN-00001221,2026-08-02 18:01:00
1185,1222,CASH,137823.45,success,TXN-00001222,2026-07-11 13:02:00
1186,1223,BANK_TRANSFER,185079.16,success,TXN-00001223,2026-05-19 18:29:00
1187,1224,UPI,100709.62,success,TXN-00001224,2026-07-27 10:43:00
1188,1225,UPI,403185.59,success,TXN-00001225,2026-09-02 14:13:00
1189,1226,CASH,92487.46,success,TXN-00001226,2026-04-16 11:16:00
1190,1227,CARD,142685.01,success,TXN-00001227,2026-08-14 18:02:00
1191,1228,UPI,150909.34,success,TXN-00001228,2026-08-20 14:12:00
1192,1229,UPI,159810.75,success,TXN-00001229,2026-08-18 15:29:00
1193,1230,CASH,130914.79,success,TXN-00001230,2026-05-05 20:17:00
1194,1231,CASH,300816.95,success,TXN-00001231,2026-09-26 11:09:00
1195,1232,CASH,89104.97,success,TXN-00001232,2026-08-26 13:17:00
1196,1234,CASH,41579.26,success,TXN-00001234,2026-06-19 10:17:00
1197,1235,CARD,381156.04,success,TXN-00001235,2026-07-09 18:46:00
1198,1236,CASH,164325.5,success,TXN-00001236,2026-04-23 16:13:00
1199,1237,CASH,382482.56,success,TXN-00001237,2026-07-06 18:07:00
1200,1238,UPI,230587.78,success,TXN-00001238,2026-08-16 11:18:00
1201,1239,CARD,280709.84,success,TXN-00001239,2026-05-10 17:24:00
1202,1240,BANK_TRANSFER,30902.36,success,TXN-00001240,2026-06-03 15:12:00
1203,1241,CASH,59021.67,success,TXN-00001241,2026-09-12 17:53:00
1204,1242,CASH,41326.54,success,TXN-00001242,2026-07-28 17:19:00
1205,1243,UPI,31963.21,success,TXN-00001243,2026-06-24 12:49:00
1206,1244,UPI,224415.45,success,TXN-00001244,2026-08-21 16:13:00
1207,1245,UPI,167476.44,success,TXN-00001245,2026-08-28 10:53:00
1208,1246,BANK_TRANSFER,148852.83,success,TXN-00001246,2026-06-28 17:09:00
1209,1247,BANK_TRANSFER,289401.42,success,TXN-00001247,2026-05-10 17:52:00
1210,1248,CARD,144927.12,success,TXN-00001248,2026-09-17 17:25:00
1211,1249,UPI,236370.25,success,TXN-00001249,2026-06-08 13:38:00
1212,1250,UPI,253745.36,success,TXN-00001250,2026-05-03 13:20:00
1213,1251,CASH,45362.42,success,TXN-00001251,2026-07-06 09:22:00
1214,1252,CASH,243893.26,success,TXN-00001252,2026-04-22 14:46:00
1215,1253,UPI,80860.1,success,TXN-00001253,2026-05-04 09:31:00
1216,1254,CARD,73370.85,success,TXN-00001254,2026-07-13 15:42:00
1217,1255,CARD,102464.68,success,TXN-00001255,2026-04-12 13:50:00
1218,1256,CASH,38967.16,success,TXN-00001256,2026-09-02 09:14:00
1219,1257,CARD,141010.48,success,TXN-00001257,2026-05-18 14:32:00
1220,1258,UPI,162287.46,success,TXN-00001258,2026-06-28 21:01:00
1221,1259,UPI,149237.26,success,TXN-00001259,2026-07-22 20:48:00
1222,1260,CASH,336990.68,success,TXN-00001260,2026-08-06 15:42:00
1223,1261,UPI,172593.74,success,TXN-00001261,2026-09-17 11:09:00
1224,1262,BANK_TRANSFER,251748.02,success,TXN-00001262,2026-05-06 16:19:00
1225,1263,BANK_TRANSFER,36681.49,success,TXN-00001263,2026-08-16 19:11:00
1226,1264,CARD,104009.34,success,TXN-00001264,2026-08-01 18:15:00
1227,1265,CARD,357231.33,success,TXN-00001265,2026-04-25 11:17:00
1228,1266,BANK_TRANSFER,85608.14,success,TXN-00001266,2026-05-07 16:25:00
1229,1267,CARD,68277.78,success,TXN-00001267,2026-06-15 18:38:00
1230,1268,BANK_TRANSFER,158055.04,success,TXN-00001268,2026-05-04 18:55:00
1231,1269,UPI,159981.75,success,TXN-00001269,2026-08-31 12:57:00
1232,1270,BANK_TRANSFER,76413.13,success,TXN-00001270,2026-04-02 11:33:00
1233,1271,CARD,313461.76,success,TXN-00001271,2026-05-06 14:30:00
1234,1272,CARD,361823.69,success,TXN-00001272,2026-04-17 21:28:00
1235,1273,CARD,281783.58,success,TXN-00001273,2026-04-13 21:06:00
1236,1274,BANK_TRANSFER,178050.9,success,TXN-00001274,2026-09-11 11:13:00
1237,1275,CASH,80007.1,success,TXN-00001275,2026-08-22 15:00:00
1238,1276,UPI,80114.96,success,TXN-00001276,2026-06-24 13:43:00
1239,1277,CARD,265215.12,success,TXN-00001277,2026-08-13 20:59:00
1240,1278,UPI,224974.71,success,TXN-00001278,2026-09-10 19:10:00
1241,1279,CARD,76385.13,success,TXN-00001279,2026-06-12 16:23:00
1242,1280,UPI,329167.65,success,TXN-00001280,2026-04-28 14:49:00
1243,1281,BANK_TRANSFER,107935.13,success,TXN-00001281,2026-04-08 14:57:00
1244,1282,CASH,502705.33,success,TXN-00001282,2026-07-03 12:45:00
1245,1283,BANK_TRANSFER,63959.79,success,TXN-00001283,2026-08-03 19:01:00
1246,1284,CASH,26039.91,success,TXN-00001284,2026-08-30 18:01:00
1247,1285,UPI,367252.18,success,TXN-00001285,2026-06-01 09:55:00
1248,1286,CASH,182430.84,success,TXN-00001286,2026-06-21 11:49:00
1249,1287,BANK_TRANSFER,78263.97,success,TXN-00001287,2026-06-14 16:29:00
1250,1288,CASH,586998.93,success,TXN-00001288,2026-05-01 20:02:00
1251,1289,BANK_TRANSFER,258526.53,success,TXN-00001289,2026-09-05 20:43:00
1252,1290,UPI,157410.2,success,TXN-00001290,2026-04-23 18:15:00
1253,1291,CARD,15598.74,success,TXN-00001291,2026-06-24 10:01:00
1254,1292,CARD,234629.39,success,TXN-00001292,2026-04-09 11:33:00
1255,1293,BANK_TRANSFER,187628.8,success,TXN-00001293,2026-08-07 20:34:00
1256,1294,CARD,23661.6,success,TXN-00001294,2026-06-01 11:11:00
1257,1295,UPI,158723.66,success,TXN-00001295,2026-08-30 11:57:00
1258,1296,CARD,82701.13,success,TXN-00001296,2026-06-26 13:21:00
1259,1297,CASH,290143.51,success,TXN-00001297,2026-09-15 12:52:00
1260,1298,CASH,188202.37,success,TXN-00001298,2026-08-13 19:37:00
1261,1299,CASH,295125.0,success,TXN-00001299,2026-07-18 10:40:00
1262,1300,CARD,91362.15,success,TXN-00001300,2026-07-27 09:56:00
1263,1301,UPI,236831.33,success,TXN-00001301,2026-05-22 18:41:00
1264,1302,BANK_TRANSFER,279754.32,success,TXN-00001302,2026-09-24 11:01:00
1265,1303,BANK_TRANSFER,40531.03,success,TXN-00001303,2026-07-12 11:58:00
1266,1304,UPI,92806.66,success,TXN-00001304,2026-07-11 14:15:00
1267,1305,CASH,150352.23,success,TXN-00001305,2026-08-01 16:53:00
1268,1306,CARD,33024.03,success,TXN-00001306,2026-04-08 11:17:00
1269,1307,CASH,159934.59,success,TXN-00001307,2026-04-24 17:54:00
1270,1308,BANK_TRANSFER,253408.45,success,TXN-00001308,2026-08-04 15:07:00
1271,1309,CARD,69636.85,success,TXN-00001309,2026-05-14 19:16:00
1272,1310,CASH,382155.94,success,TXN-00001310,2026-05-24 11:03:00
1273,1311,CASH,73640.36,success,TXN-00001311,2026-06-01 17:19:00
1274,1313,CARD,116733.77,success,TXN-00001313,2026-08-10 13:10:00
1275,1314,CASH,265902.07,success,TXN-00001314,2026-07-21 16:01:00
1276,1315,CASH,116166.63,success,TXN-00001315,2026-09-04 17:24:00
1277,1316,CASH,265730.14,success,TXN-00001316,2026-04-09 18:20:00
1278,1317,UPI,205140.75,success,TXN-00001317,2026-08-22 09:14:00
1279,1318,CASH,80339.64,success,TXN-00001318,2026-04-17 12:17:00
1280,1319,CARD,109275.03,success,TXN-00001319,2026-05-13 15:48:00
1281,1320,UPI,512851.76,success,TXN-00001320,2026-04-14 17:42:00
1282,1321,BANK_TRANSFER,99580.98,success,TXN-00001321,2026-04-21 16:48:00
1283,1322,UPI,251631.23,success,TXN-00001322,2026-07-26 12:21:00
1284,1323,UPI,381895.21,success,TXN-00001323,2026-06-05 17:21:00
1285,1324,UPI,161398.39,success,TXN-00001324,2026-06-25 09:51:00
1286,1325,CARD,183422.07,success,TXN-00001325,2026-05-29 18:24:00
1287,1326,CASH,150083.46,success,TXN-00001326,2026-06-05 11:51:00
1288,1327,UPI,141977.92,success,TXN-00001327,2026-04-22 18:16:00
1289,1328,UPI,38452.87,success,TXN-00001328,2026-05-01 20:03:00
1290,1329,CARD,289931.86,success,TXN-00001329,2026-06-26 11:02:00
1291,1330,BANK_TRANSFER,321116.78,success,TXN-00001330,2026-08-24 11:06:00
1292,1331,BANK_TRANSFER,283807.68,success,TXN-00001331,2026-06-14 15:12:00
1293,1332,CASH,349867.78,success,TXN-00001332,2026-05-25 20:20:00
1294,1333,CARD,220830.5,success,TXN-00001333,2026-07-14 19:59:00
1295,1334,CARD,56229.68,success,TXN-00001334,2026-06-20 10:33:00
1296,1335,UPI,293176.26,success,TXN-00001335,2026-05-31 11:17:00
1297,1336,UPI,57686.29,success,TXN-00001336,2026-08-03 15:46:00
1298,1337,CASH,283719.62,success,TXN-00001337,2026-07-21 12:29:00
1299,1338,BANK_TRANSFER,303687.9,success,TXN-00001338,2026-09-03 16:34:00
1300,1339,BANK_TRANSFER,56582.96,success,TXN-00001339,2026-08-28 14:43:00
1301,1340,CASH,122257.68,success,TXN-00001340,2026-07-03 16:23:00
1302,1341,CASH,230857.6,success,TXN-00001341,2026-08-05 15:19:00
1303,1342,CARD,58556.83,success,TXN-00001342,2026-06-15 17:43:00
1304,1343,CARD,115436.31,success,TXN-00001343,2026-04-07 13:25:00
1305,1344,UPI,187965.21,success,TXN-00001344,2026-05-27 16:56:00
1306,1345,BANK_TRANSFER,172249.68,success,TXN-00001345,2026-04-17 10:02:00
1307,1346,CASH,123334.96,success,TXN-00001346,2026-04-23 17:26:00
1308,1347,BANK_TRANSFER,108545.17,success,TXN-00001347,2026-09-01 09:46:00
1309,1348,BANK_TRANSFER,416621.38,success,TXN-00001348,2026-08-11 20:18:00
1310,1350,CARD,53957.23,success,TXN-00001350,2026-05-24 20:18:00
1311,1351,UPI,274761.88,success,TXN-00001351,2026-05-27 20:20:00
1312,1352,UPI,256826.75,success,TXN-00001352,2026-07-01 20:23:00
1313,1353,UPI,127221.64,success,TXN-00001353,2026-05-26 19:07:00
1314,1354,UPI,198252.84,success,TXN-00001354,2026-08-21 10:44:00
1315,1355,UPI,152671.38,success,TXN-00001355,2026-08-25 18:36:00
1316,1356,CARD,329399.79,success,TXN-00001356,2026-07-30 18:48:00
1317,1357,CARD,204779.5,success,TXN-00001357,2026-09-10 12:28:00
1318,1358,CASH,221628.06,success,TXN-00001358,2026-07-19 16:05:00
1319,1359,UPI,52256.76,success,TXN-00001359,2026-04-16 16:04:00
1320,1360,UPI,226858.8,success,TXN-00001360,2026-05-14 14:10:00
1321,1361,CASH,202165.54,success,TXN-00001361,2026-04-17 14:36:00
1322,1362,CARD,299088.47,success,TXN-00001362,2026-06-23 10:45:00
1323,1363,CARD,348296.13,success,TXN-00001363,2026-07-07 20:44:00
1324,1364,BANK_TRANSFER,257020.69,success,TXN-00001364,2026-06-18 11:24:00
1325,1365,BANK_TRANSFER,87782.57,success,TXN-00001365,2026-08-11 17:52:00
1326,1366,BANK_TRANSFER,91092.1,success,TXN-00001366,2026-04-10 17:36:00
1327,1367,BANK_TRANSFER,285485.27,success,TXN-00001367,2026-04-06 19:05:00
1328,1368,CASH,335628.43,success,TXN-00001368,2026-09-01 11:17:00
1329,1369,BANK_TRANSFER,218242.04,success,TXN-00001369,2026-07-06 17:46:00
1330,1370,CASH,29157.58,success,TXN-00001370,2026-06-06 18:54:00
1331,1371,BANK_TRANSFER,455464.48,success,TXN-00001371,2026-07-10 17:09:00
1332,1372,CASH,219685.31,success,TXN-00001372,2026-09-22 11:39:00
1333,1373,UPI,122901.29,success,TXN-00001373,2026-08-26 12:41:00
1334,1374,CASH,98092.7,success,TXN-00001374,2026-04-15 20:11:00
1335,1375,UPI,204213.98,success,TXN-00001375,2026-06-03 18:05:00
1336,1376,CARD,394038.32,success,TXN-00001376,2026-04-21 11:41:00
1337,1377,CARD,349153.42,success,TXN-00001377,2026-04-14 12:54:00
1338,1378,CARD,177666.84,success,TXN-00001378,2026-09-21 15:27:00
1339,1379,CARD,516077.55,success,TXN-00001379,2026-06-02 15:47:00
1340,1380,BANK_TRANSFER,37635.93,success,TXN-00001380,2026-07-27 14:06:00
1341,1381,CARD,402509.35,success,TXN-00001381,2026-05-09 09:57:00
1342,1382,CASH,85587.44,success,TXN-00001382,2026-04-09 19:58:00
1343,1383,CARD,200379.73,success,TXN-00001383,2026-06-14 20:30:00
1344,1384,UPI,36817.56,success,TXN-00001384,2026-09-22 19:51:00
1345,1385,CASH,250800.25,success,TXN-00001385,2026-06-18 19:05:00
1346,1386,UPI,31912.59,success,TXN-00001386,2026-06-10 15:44:00
1347,1387,CASH,130604.76,success,TXN-00001387,2026-04-01 13:47:00
1348,1388,UPI,130128.89,success,TXN-00001388,2026-05-13 20:25:00
1349,1389,BANK_TRANSFER,136499.42,success,TXN-00001389,2026-06-01 19:02:00
1350,1390,UPI,159663.94,success,TXN-00001390,2026-08-30 10:46:00
1351,1391,BANK_TRANSFER,215351.67,success,TXN-00001391,2026-08-08 16:57:00
1352,1392,BANK_TRANSFER,168076.11,success,TXN-00001392,2026-04-24 13:23:00
1353,1394,CARD,54171.12,success,TXN-00001394,2026-07-02 18:11:00
1354,1397,CASH,318037.7,success,TXN-00001397,2026-05-21 12:15:00
1355,1398,BANK_TRANSFER,36797.56,success,TXN-00001398,2026-08-15 10:54:00
1356,1399,BANK_TRANSFER,337198.13,success,TXN-00001399,2026-06-20 14:49:00
1357,1400,UPI,225731.47,success,TXN-00001400,2026-05-10 09:27:00
1358,1401,CARD,35844.39,success,TXN-00001401,2026-09-18 13:13:00
1359,1402,CARD,159439.5,success,TXN-00001402,2026-09-11 15:15:00
1360,1403,CARD,424039.47,success,TXN-00001403,2026-05-04 17:58:00
1361,1404,BANK_TRANSFER,57086.51,success,TXN-00001404,2026-09-04 14:06:00
1362,1405,BANK_TRANSFER,129269.29,success,TXN-00001405,2026-08-20 09:34:00
1363,1406,CASH,4160.38,success,TXN-00001406,2026-08-27 09:23:00
1364,1407,BANK_TRANSFER,275019.64,success,TXN-00001407,2026-07-09 15:03:00
1365,1408,UPI,41430.77,success,TXN-00001408,2026-05-23 16:11:00
1366,1409,BANK_TRANSFER,57152.08,success,TXN-00001409,2026-05-20 17:53:00
1367,1410,CASH,218706.39,success,TXN-00001410,2026-08-09 09:16:00
1368,1411,CARD,38829.12,success,TXN-00001411,2026-07-27 19:05:00
1369,1412,BANK_TRANSFER,109468.59,success,TXN-00001412,2026-07-14 16:29:00
1370,1413,UPI,186899.23,success,TXN-00001413,2026-08-09 17:50:00
1371,1414,BANK_TRANSFER,83939.71,success,TXN-00001414,2026-06-02 14:29:00
1372,1415,CARD,282100.71,success,TXN-00001415,2026-04-05 18:28:00
1373,1416,CASH,292350.83,success,TXN-00001416,2026-05-22 10:33:00
1374,1417,BANK_TRANSFER,46405.15,success,TXN-00001417,2026-08-13 15:52:00
1375,1418,UPI,358077.22,success,TXN-00001418,2026-09-04 15:52:00
1376,1419,CASH,73384.06,success,TXN-00001419,2026-08-08 11:22:00
1377,1420,UPI,285175.28,success,TXN-00001420,2026-06-11 11:17:00
1378,1421,CARD,110090.61,success,TXN-00001421,2026-06-16 17:12:00
1379,1422,BANK_TRANSFER,255322.14,success,TXN-00001422,2026-08-03 11:15:00
1380,1423,CASH,291074.92,success,TXN-00001423,2026-09-27 11:51:00
1381,1424,BANK_TRANSFER,244183.93,success,TXN-00001424,2026-09-01 20:24:00
1382,1425,CASH,214990.49,success,TXN-00001425,2026-05-06 11:08:00
1383,1426,UPI,87227.79,success,TXN-00001426,2026-08-22 19:09:00
1384,1427,CARD,37704.98,success,TXN-00001427,2026-08-02 14:34:00
1385,1428,BANK_TRANSFER,204349.42,success,TXN-00001428,2026-06-10 18:49:00
1386,1429,CASH,11615.97,success,TXN-00001429,2026-06-21 19:18:00
1387,1430,CARD,167386.04,success,TXN-00001430,2026-07-20 17:40:00
1388,1431,CASH,215038.21,success,TXN-00001431,2026-07-02 18:37:00
