sale_item_id,sale_id,product_id,quantity,unit_price,discount,tax,line_total
2684,897,12,1,13880.48,1331.33,2258.85,14808.0
2685,897,93,1,17083.66,755.0,2939.16,19267.82
2686,897,82,4,10944.45,5134.37,6955.82,45599.25
2687,897,65,3,41109.17,1065.86,22007.1,144268.75
2688,898,185,4,189.21,49.69,127.29,834.44
2689,898,97,3,11972.84,3469.1,5840.9,38290.32
2690,898,152,1,37157.0,2127.58,6305.3,41334.72
2691,898,55,1,21783.95,2120.55,3539.41,23202.81
2692,898,83,1,34264.79,1042.83,5979.95,39201.91
2693,899,187,1,33639.08,604.18,5946.28,38981.18
2694,899,170,1,19374.04,2187.25,3093.62,20280.41
2695,900,104,4,15989.17,1654.84,11214.33,73516.17
2696,900,10,2,31794.64,3253.45,10860.45,71196.28
2697,900,145,4,17725.61,1968.17,12408.17,81342.44
2698,900,134,2,29515.74,934.01,10457.54,68555.01
2699,901,216,2,4678.54,1056.27,1494.15,9794.96
2700,901,164,3,15908.19,1162.66,8381.14,54943.05
2701,902,164,2,15908.19,174.41,5695.55,37337.52
2702,902,86,1,41540.1,2921.57,6951.34,45569.87
2703,902,47,3,34112.86,10342.32,16559.33,108555.59
2704,902,60,3,24754.89,4333.7,12587.57,82518.54
2705,902,32,4,25348.23,3312.96,17654.39,115734.35
2706,903,144,3,33892.0,6646.63,17105.29,112134.66
2707,903,119,4,36904.39,8793.49,24988.33,163812.4
2708,903,102,3,34567.4,7123.05,17384.25,113963.4
2709,903,79,4,15130.34,6705.94,9686.78,63502.2
2710,904,66,3,12279.53,146.0,6604.67,43297.26
2711,905,70,2,30937.09,7149.33,9850.47,64575.32
2712,905,145,4,17725.61,672.82,12641.33,82870.95
2713,905,110,3,6566.95,324.72,3487.7,22863.83
2714,905,158,4,36880.83,3943.12,25844.44,169424.64
2715,906,136,4,34274.09,6803.14,23452.78,153746.0
2716,906,42,2,27736.92,2839.59,9474.16,62108.41
2717,907,216,4,4678.54,783.03,3227.6,21158.73
2718,907,146,3,269.14,40.11,138.12,905.43
2719,907,196,4,40456.71,4816.23,28261.91,185272.52
2720,907,86,3,41540.1,11271.45,20402.79,133751.64
2721,907,157,3,10083.83,2705.68,4958.25,32504.06
2722,908,151,3,39931.59,3964.55,20849.44,136679.66
2723,908,63,4,120.39,16.47,83.72,548.81
2724,908,193,3,16913.96,5340.52,8172.24,53573.6
2725,908,156,3,36965.82,228.58,19920.4,130589.28
2726,908,214,2,25781.44,904.03,9118.59,59777.44
2727,909,148,3,32803.6,1178.08,17501.89,114734.61
2728,909,172,2,1060.63,26.37,377.08,2471.97
2729,910,78,3,5073.66,352.0,2676.42,17545.4
2730,910,231,4,3326.96,591.74,2288.9,15005.0
2731,910,219,4,11772.86,4522.77,7662.36,50231.03
2732,911,218,1,20584.33,366.52,3639.21,23857.02
2733,911,78,2,5073.66,689.9,1702.34,11159.76
2734,911,98,1,20903.98,354.79,3698.85,24248.04
2735,911,238,3,19991.97,767.47,10657.52,69865.96
2736,912,101,4,46156.61,21354.09,29389.02,192661.37
2737,912,49,4,43844.62,20431.99,27890.37,182836.86
2738,912,85,1,8728.6,966.46,1397.19,9159.33
2739,912,150,2,3654.09,828.21,1166.39,7646.36
2740,912,87,3,21959.44,5579.76,10853.74,71152.3
2741,913,240,3,39567.79,684.56,21243.39,139262.2
2742,913,139,2,4824.95,343.49,1675.15,10981.56
2743,914,75,2,8532.47,1343.4,2829.88,18551.42
2744,914,47,1,34112.86,1233.21,5918.34,38797.99
2745,914,68,4,3827.59,1312.17,2519.67,16517.86
2746,914,105,4,18322.11,4436.31,12393.38,81245.51
2747,915,146,3,269.14,36.96,138.68,909.14
2748,915,221,1,32207.06,591.29,5690.84,37306.61
2749,916,49,2,43844.62,8854.57,14190.24,93024.91
2750,916,10,1,31794.64,592.01,5616.47,36819.1
2751,916,78,3,5073.66,1730.17,2428.35,15919.16
2752,917,51,2,628.75,78.52,212.22,1391.2
2753,917,52,2,30086.26,4502.89,10020.53,65690.16
2754,918,225,2,36716.34,193.57,13183.04,86422.15
2755,918,3,2,33432.15,2035.13,11669.25,76498.42
2756,919,113,4,2640.7,179.98,1868.91,12251.73
2757,920,54,2,4901.82,1070.83,1571.91,10304.72
2758,920,15,3,37893.41,11132.45,18458.6,121006.38
2759,920,21,2,27939.78,1575.72,9774.69,64078.53
2760,921,24,4,4300.49,1481.5,2829.68,18550.14
2761,922,170,4,19374.04,6785.38,12727.94,83438.72
2762,922,227,1,19776.73,1973.79,3204.53,21007.47
2763,922,140,4,12249.39,3775.91,8139.9,53361.55
2764,923,237,1,17135.78,794.38,2941.45,19282.85
2765,923,68,2,3827.59,493.14,1289.17,8451.21
2766,924,82,1,10944.45,1054.17,1780.25,11670.53
2767,924,154,3,14680.42,2036.17,7560.92,49566.01
2768,925,116,1,3361.81,320.49,547.44,3588.76
2769,925,147,1,26528.08,413.81,4700.57,30814.84
2770,926,177,1,37809.52,3038.11,6258.85,41030.26
2771,926,142,1,26420.51,1440.7,4496.37,29476.18
2772,926,107,1,19641.45,2033.96,3169.35,20776.84
2773,927,65,3,41109.17,10880.72,20240.42,132687.21
2774,927,178,1,39619.34,2348.6,6708.73,43979.47
2775,927,91,2,33075.34,1393.16,11656.35,76413.87
2776,927,46,4,5015.71,2275.96,3201.64,20988.52
2777,927,154,3,14680.42,1320.04,7689.82,50411.04
2778,928,97,2,11972.84,1082.97,4115.29,26978.0
2779,929,178,2,39619.34,1924.14,13916.62,91231.16
2780,930,149,4,16854.36,168.35,12104.84,79353.93
2781,930,237,2,17135.78,42.46,6161.24,40390.34
2782,930,85,3,8728.6,1928.9,4366.24,28623.14
2783,930,4,4,35689.14,13121.42,23334.33,152969.47
2784,930,70,3,30937.09,794.89,16562.95,108579.33
2785,931,102,2,34567.4,1327.04,12205.4,80013.16
2786,931,110,3,6566.95,979.01,3369.93,22091.77
2787,932,146,4,269.14,10.41,191.91,1258.06
2788,932,40,4,11047.42,1852.2,7620.75,49958.23
2789,932,5,1,16705.9,284.19,2955.91,19377.62
2790,933,83,4,34264.79,3591.49,24024.18,157491.85
2791,934,166,2,33767.83,6699.55,10950.5,71786.61
2792,934,105,3,18322.11,4380.25,9105.49,59691.57
2793,935,7,1,1179.48,27.53,207.35,1359.3
2794,935,166,1,33767.83,903.77,5915.53,38779.59
2795,935,172,1,1060.63,5.55,189.91,1244.99
2796,935,142,2,26420.51,4466.37,8707.44,57082.09
2797,935,87,2,21959.44,338.52,7844.46,51424.82
2798,936,131,1,41590.84,3549.67,6847.41,44888.58
2799,936,170,2,19374.04,4044.05,6246.73,40950.76
2800,936,234,4,10605.83,2727.58,7145.23,46840.97
2801,937,68,1,3827.59,178.88,656.77,4305.48
2802,937,143,3,23230.7,6272.93,11415.45,74834.62
2803,937,138,1,5484.92,28.03,982.24,6439.13
2804,938,164,4,15908.19,5718.81,10424.51,68338.46
2805,938,103,1,20030.13,1432.06,3347.65,21945.72
2806,938,73,2,17456.78,912.13,6120.26,40121.69
2807,938,223,2,39924.82,1071.2,14180.12,92958.56
2808,939,177,3,37809.52,2219.96,20017.55,131226.15
2809,939,17,3,25819.56,4944.01,13052.64,85567.31
2810,939,12,1,13880.48,468.72,2414.12,15825.88
2811,940,157,1,10083.83,788.58,1673.14,10968.39
2812,940,72,2,12573.73,334.64,4466.31,29279.13
2813,940,148,1,32803.6,224.43,5864.25,38443.42
2814,940,177,4,37809.52,7663.2,25843.48,169418.36
2815,940,135,1,25713.49,2275.65,4218.81,27656.65
2816,941,87,1,21959.44,10.14,3950.87,25900.17
2817,941,50,1,45675.94,1790.34,7899.41,51785.01
2818,941,140,2,12249.39,794.21,4266.82,27971.39
2819,941,102,2,34567.4,4561.51,11623.19,76196.48
2820,941,49,1,43844.62,4921.04,7006.24,45929.82
2821,942,116,4,3361.81,861.67,2265.4,14850.97
2822,943,228,4,11203.89,3620.25,7415.16,48610.47
2823,943,53,2,12091.35,622.43,4240.85,27801.12
2824,943,226,4,41253.01,8069.27,28249.7,185192.47
2825,943,224,1,31527.62,1913.06,5330.62,34945.18
2826,943,129,1,3101.06,328.69,499.03,3271.4
2827,944,199,1,19178.46,436.97,3373.47,22114.96
2828,944,28,2,29031.11,1401.33,10198.96,66859.85
2829,944,1,2,25243.55,4343.28,8305.89,54449.71
2830,945,136,4,34274.09,5352.79,23713.84,155457.41
2831,946,194,2,5562.52,8.38,2001.0,13117.66
2832,946,162,1,38305.79,3936.15,6186.54,40556.18
2833,946,186,3,24680.72,2197.83,12931.98,84776.31
2834,946,95,1,8312.81,619.64,1384.77,9077.94
2835,947,152,2,37157.0,4824.62,12508.09,81997.47
2836,947,108,3,46203.27,5820.67,23902.05,156691.19
2837,947,149,4,16854.36,1441.61,11875.65,77851.48
2838,948,196,3,40456.71,8370.84,20339.87,133339.16
2839,948,44,1,43728.99,726.07,7740.53,50743.45
2840,948,157,4,10083.83,988.09,7082.5,46429.73
2841,948,223,2,39924.82,3290.72,13780.61,90339.53
2842,949,149,1,16854.36,900.13,2871.76,18825.99
2843,949,221,4,32207.06,2206.35,22791.94,149413.83
2844,950,125,4,28195.42,4154.79,19552.84,128179.73
2845,950,6,4,9654.29,1181.27,6738.46,44174.35
2846,950,144,3,33892.0,8364.89,16796.0,110107.11
2847,950,1,3,25243.55,3686.22,12968.0,85012.43
2848,951,215,3,34726.43,2578.54,18288.14,119888.89
2849,951,118,1,9547.03,1142.48,1512.82,9917.37
2850,951,133,3,38037.94,10631.83,18626.76,122108.75
2851,952,207,2,27779.78,788.51,9858.79,64629.84
2852,952,101,1,46156.61,908.51,8144.66,53392.76
2853,952,225,2,36716.34,8469.84,11693.31,76656.15
2854,952,3,1,33432.15,1591.53,5731.31,37571.93
2855,952,84,3,10857.56,2161.04,5474.1,35885.74
2856,953,27,2,12821.1,2692.23,4130.99,27080.96
2857,953,198,1,112.51,4.45,19.45,127.51
2858,953,57,3,20483.4,4916.68,10176.03,66709.55
2859,953,1,2,25243.55,3749.3,8412.8,55150.6
2860,953,143,4,23230.7,2920.51,16200.41,106202.7
2861,954,202,1,22486.45,1.71,4047.25,26531.99
2862,954,95,1,8312.81,677.98,1374.27,9009.1
2863,954,235,4,28131.22,10259.19,18407.82,120673.51
2864,954,4,4,35689.14,1744.3,25382.21,166394.47
2865,955,143,3,23230.7,6416.59,11389.59,74665.1
2866,956,234,1,10605.83,675.57,1787.45,11717.71
2867,956,185,2,189.21,18.82,64.73,424.33
2868,956,5,1,16705.9,62.61,2995.79,19639.08
2869,956,168,2,41017.08,4210.58,14008.24,91831.82
2870,957,154,1,14680.42,693.02,2517.73,16505.13
2871,957,153,3,6055.61,1450.29,3008.98,19725.52
2872,958,30,3,7051.18,1551.69,3528.33,23130.18
2873,958,83,4,34264.79,14345.86,22088.39,144801.69
2874,959,85,2,8728.6,451.35,3061.05,20066.9
2875,960,78,3,5073.66,680.13,2617.35,17158.2
2876,960,139,2,4824.95,695.7,1611.76,10565.96
2877,960,74,3,24770.89,1522.42,13102.24,85892.49
2878,960,176,2,43250.55,5546.91,14571.75,95525.94
2879,961,27,1,12821.1,5.11,2306.88,15122.87
2880,961,43,2,16510.19,1562.73,5662.38,37120.03
2881,962,127,3,3238.17,624.92,1636.13,10725.72
2882,962,41,2,23389.54,3466.25,7796.31,51109.14
2883,962,109,3,25465.9,6530.77,12576.05,82442.98
2884,962,198,3,112.51,22.44,56.72,371.81
2885,963,129,3,3101.06,546.19,1576.26,10333.25
2886,964,93,3,17083.66,3685.68,8561.75,56127.05
2887,965,198,4,112.51,47.19,72.51,475.36
2888,965,37,3,36875.04,1488.59,19644.58,128781.11
2889,965,77,4,19293.34,1102.8,13692.7,89763.26
2890,966,60,1,24754.89,660.2,4337.04,28431.73
2891,966,126,1,14629.39,930.17,2465.86,16165.08
2892,966,131,4,41590.84,1659.89,29646.62,194350.09
2893,967,137,1,31709.73,1341.8,5466.23,35834.16
2894,967,228,2,11203.89,1290.47,3801.12,24918.43
2895,967,45,4,3684.98,347.21,2590.69,16983.4
2896,967,208,3,7922.32,2359.23,3853.39,25261.12
2897,967,234,4,10605.83,936.48,7467.63,48954.47
2898,968,238,2,19991.97,2315.7,6780.28,44448.52
2899,968,84,1,10857.56,132.28,1930.55,12655.83
2900,969,128,4,48190.05,17170.46,31606.15,207195.89
2901,969,23,2,3383.79,481.17,1131.55,7417.96
2902,969,189,4,28066.42,7932.92,18779.9,123112.66
2903,969,123,1,9421.34,1115.79,1495.0,9800.55
2904,970,68,1,3827.59,316.69,631.96,4142.86
2905,970,232,1,11511.84,66.62,2060.14,13505.36
2906,970,88,3,33071.07,5711.0,16830.4,110332.61
2907,970,14,1,3800.37,242.29,640.45,4198.53
2908,971,75,3,8532.47,1197.54,4391.98,28791.85
2909,971,232,3,11511.84,2566.35,5754.45,37723.62
2910,971,74,4,24770.89,6929.97,16587.65,108741.24
2911,971,44,4,43728.99,3582.91,30839.95,202173.0
2912,971,167,3,31659.13,9390.06,15405.72,100993.05
2913,972,216,1,4678.54,100.58,824.03,5401.99
2914,973,49,4,43844.62,18913.8,28163.64,184628.32
2915,973,164,4,15908.19,109.87,11434.12,74957.01
2916,973,156,3,36965.82,9988.93,18163.54,119072.07
2917,973,233,3,21896.66,7219.89,10524.62,68994.71
2918,973,221,3,32207.06,10730.06,15460.4,101351.52
2919,974,27,1,12821.1,322.97,2249.66,14747.79
2920,974,22,3,9607.6,2600.92,4719.94,30941.82
2921,974,47,1,34112.86,3173.97,5569.0,36507.89
2922,974,186,2,24680.72,3611.8,8234.94,53984.58
2923,974,56,4,36444.51,14594.58,23613.02,154796.48
2924,975,162,4,38305.79,8605.2,26031.23,170649.19
2925,975,217,1,8518.31,378.63,1465.14,9604.82
2926,975,43,2,16510.19,2220.06,5544.06,36344.38
2927,975,214,4,25781.44,11442.15,16503.05,108186.66
2928,975,27,2,12821.1,680.07,4493.18,29455.31
2929,976,50,4,45675.94,437.95,32807.85,215073.66
2930,976,33,1,39008.3,570.43,6918.82,45356.69
2931,976,173,2,15522.12,2932.8,5060.06,33171.5
2932,977,166,3,33767.83,4249.42,17469.73,114523.8
2933,977,222,2,28533.87,4954.67,9380.35,61493.42
2934,978,184,1,11705.83,1235.18,1884.72,12355.37
2935,978,32,3,25348.23,1936.2,13339.53,87448.02
2936,978,11,4,36727.76,3641.94,25788.44,169057.54
2937,978,73,1,17456.78,1897.43,2800.68,18360.03
2938,978,84,4,10857.56,1071.73,7624.53,49983.04
2939,979,103,2,20030.13,3838.47,6519.92,42741.71
2940,979,146,1,269.14,22.75,44.35,290.74
2941,979,63,3,120.39,23.6,60.76,398.33
2942,979,54,4,4901.82,212.58,3491.05,22885.75
2943,979,91,3,33075.34,5362.52,16895.43,110758.93
2944,980,92,1,39462.15,479.52,7016.87,45999.5
2945,980,89,3,4268.91,378.21,2237.13,14665.65
2946,981,219,2,11772.86,1539.05,3961.2,25967.87
2947,982,22,4,9607.6,352.99,6853.93,44931.34
2948,982,97,1,11972.84,895.74,1993.88,13070.98
2949,982,207,4,27779.78,12786.25,17699.92,116032.79
2950,982,66,3,12279.53,2805.36,6125.98,40159.21
2951,982,18,2,16802.96,1350.0,5806.07,38061.99
2952,983,172,1,1060.63,17.23,187.81,1231.21
2953,983,144,2,33892.0,67.29,12189.01,79905.72
2954,984,174,1,40361.15,2561.49,6803.94,44603.6
2955,984,70,2,30937.09,4395.38,10346.18,67824.98
2956,984,117,2,27023.51,6009.37,8646.78,56684.43
2957,985,161,2,41588.13,1728.07,14660.67,96108.86
2958,985,178,3,39619.34,13385.57,18985.04,124457.49
2959,985,236,4,18050.29,6630.33,11802.75,77373.58
2960,985,1,3,25243.55,6855.73,12397.49,81272.41
2961,985,146,3,269.14,10.84,143.38,939.96
2962,986,228,4,11203.89,4334.8,7286.54,47767.3
2963,986,51,1,628.75,59.52,102.46,671.69
2964,986,6,4,9654.29,3888.64,6251.13,40979.65
2965,987,130,4,12728.22,1255.8,8938.27,58595.35
2966,988,116,1,3361.81,93.81,588.24,3856.24
2967,988,4,1,35689.14,2591.22,5957.63,39055.55
2968,988,213,1,20525.1,2320.35,3276.86,21481.61
2969,988,65,3,41109.17,2856.29,21684.82,142156.04
2970,989,11,3,36727.76,896.72,19671.58,128958.14
2971,989,237,2,17135.78,3546.52,5530.51,36255.55
2972,990,195,1,42664.46,289.76,7627.45,50002.15
2973,990,72,4,12573.73,4161.2,8304.07,54437.79
2974,990,17,3,25819.56,926.76,13775.75,90307.67
2975,991,80,2,9554.15,1721.24,3129.67,20516.73
2976,991,26,4,15276.03,206.49,10961.57,71859.2
2977,991,163,4,1240.08,89.89,876.68,5747.11
2978,991,237,4,17135.78,8085.05,10882.45,71340.52
2979,991,37,4,36875.04,3622.95,25897.9,169775.11
2980,992,45,1,3684.98,47.71,654.71,4291.98
2981,992,108,1,46203.27,196.53,8281.21,54287.95
2982,993,103,1,20030.13,2245.58,3201.22,20985.77
2983,993,115,2,7640.14,1428.47,2493.33,16345.14
2984,993,178,1,39619.34,2826.71,6622.67,43415.3
2985,993,168,2,41017.08,3848.29,14073.46,92259.33
2986,993,44,4,43728.99,15143.0,28759.13,188532.09
2987,994,81,2,3286.08,107.7,1163.6,7628.06
2988,994,8,1,28733.56,89.64,5155.91,33799.83
2989,994,16,4,37019.42,3841.51,25962.51,170198.68
2990,994,25,4,27064.69,1162.38,19277.35,126373.73
2991,994,127,1,3238.17,254.27,537.1,3521.0
2992,995,227,4,19776.73,1353.06,13995.69,91749.55
2993,995,20,1,38320.28,114.74,6877.0,45082.54
2994,995,168,3,41017.08,4669.25,21308.76,139690.75
2995,995,100,3,46774.34,12519.31,23004.67,150808.38
2996,996,117,3,27023.51,2980.74,14056.16,92145.95
2997,997,24,4,4300.49,31.78,3090.63,20260.81
2998,997,166,3,33767.83,2201.33,17838.39,116940.55
2999,998,70,4,30937.09,13116.86,19913.67,130545.17
3000,998,79,4,15130.34,4481.18,10087.23,66127.41
3001,998,190,2,14801.53,2395.73,4897.32,32104.65
3002,998,211,4,18681.33,5752.83,12415.05,81387.54
3003,998,115,3,7640.14,868.61,3969.33,26021.14
3004,999,185,2,189.21,12.28,65.91,432.05
3005,999,143,3,23230.7,6917.59,11299.41,74073.92
3006,999,7,3,1179.48,248.12,592.26,3882.58
3007,1000,239,1,26635.98,545.71,4696.25,30786.52
3008,1000,138,4,5484.92,1422.99,3693.0,24209.69
3009,1000,149,4,16854.36,8036.44,10688.58,70069.58
3010,1001,55,4,21783.95,10447.17,13803.95,90492.58
3011,1001,119,1,36904.39,2215.15,6244.06,40933.3
3012,1002,29,2,7930.98,163.23,2825.77,18524.5
3013,1002,147,3,26528.08,416.5,14250.19,93417.93
3014,1002,9,4,9902.75,2715.48,6641.19,43536.71
3015,1002,126,2,14629.39,1379.98,5018.18,32896.98
3016,1002,75,2,8532.47,1707.05,2764.42,18122.31
3017,1003,130,2,12728.22,358.23,4517.68,29615.89
3018,1004,44,1,43728.99,5236.31,6928.68,45421.36
3019,1005,195,1,42664.46,312.1,7623.42,49975.78
3020,1005,56,1,36444.51,2398.97,6128.2,40173.74
3021,1006,1,1,25243.55,367.5,4477.69,29353.74
3022,1007,211,2,18681.33,3073.5,6172.05,40461.21
3023,1007,61,2,33657.04,7543.1,10758.78,70529.76
3024,1008,77,1,19293.34,2182.78,3079.9,20190.46
3025,1008,140,4,12249.39,2822.43,8311.52,54486.65
3026,1008,216,3,4678.54,654.35,2408.63,15789.9
3027,1009,228,1,11203.89,972.07,1841.73,12073.55
3028,1010,166,2,33767.83,6153.01,11048.88,72431.53
3029,1010,95,3,8312.81,449.13,4408.07,28897.37
3030,1010,178,1,39619.34,899.1,6969.64,45689.88
3031,1010,67,3,41997.34,12169.62,20488.03,134310.43
3032,1010,85,1,8728.6,71.66,1558.25,10215.19
3033,1011,156,3,36965.82,11487.6,17893.77,117303.63
3034,1011,153,4,6055.61,1283.64,4128.98,27067.78
3035,1011,65,1,41109.17,471.06,7314.86,47952.97
3036,1011,73,2,17456.78,1118.62,6083.09,39878.03
3037,1011,149,1,16854.36,1638.47,2738.86,17954.75
3038,1012,115,1,7640.14,136.87,1350.59,8853.86
3039,1012,153,4,6055.61,409.08,4286.4,28099.76
3040,1012,237,3,17135.78,3089.36,8697.24,57015.22
3041,1012,197,1,13368.44,797.1,2262.84,14834.18
3042,1012,74,3,24770.89,8068.88,11923.88,78167.67
3043,1013,5,2,16705.9,2484.86,5566.85,36493.79
3044,1013,3,2,33432.15,4426.37,11238.83,73676.76
3045,1013,76,3,44895.56,1732.33,23931.78,156886.13
3046,1013,23,1,3383.79,278.8,558.9,3663.89
3047,1014,30,4,7051.18,2036.21,4710.33,30878.84
3048,1014,227,2,19776.73,262.86,7072.31,46362.91
3049,1014,9,4,9902.75,1941.25,6780.55,44450.3
3050,1014,16,1,37019.42,378.72,6595.33,43236.03
3051,1015,146,4,269.14,8.87,192.18,1259.87
3052,1015,189,1,28066.42,421.31,4976.12,32621.23
3053,1016,58,3,43014.0,4832.21,22357.76,146567.55
3054,1016,209,1,10731.59,1249.99,1706.69,11188.29
3055,1016,198,3,112.51,26.53,55.98,366.98
3056,1017,86,2,41540.1,68.23,14942.15,97954.12
3057,1018,143,4,23230.7,11141.52,14720.63,96501.91
3058,1018,108,2,46203.27,1809.49,16307.47,106904.52
3059,1018,22,3,9607.6,2617.79,4716.9,30921.91
3060,1019,217,4,8518.31,3822.8,5445.08,35695.52
3061,1019,108,4,46203.27,21128.65,29463.2,193147.63
3062,1019,181,2,30664.66,2031.68,10673.58,69971.22
3063,1019,208,1,7922.32,909.22,1262.36,8275.46
3064,1020,120,2,26697.64,3704.66,8944.31,58634.93
3065,1020,213,2,20525.1,1781.28,7068.41,46337.33
3066,1020,21,1,27939.78,1383.96,4780.05,31335.87
3067,1020,170,1,19374.04,1874.5,3149.92,20649.46
3068,1021,79,3,15130.34,3954.78,7458.52,48894.76
3069,1021,14,4,3800.37,999.07,2556.43,16758.84
3070,1022,42,2,27736.92,114.44,9964.69,65324.09
3071,1022,92,4,39462.15,12500.18,26162.72,171511.14
3072,1022,66,3,12279.53,3541.06,5993.56,39291.09
3073,1023,140,1,12249.39,780.82,2064.34,13532.91
3074,1023,141,4,29486.44,3525.32,20595.68,135016.12
3075,1024,129,2,3101.06,538.85,1019.39,6682.66
3076,1024,224,3,31527.62,6658.86,15826.32,103750.32
3077,1024,222,4,28533.87,7352.7,19220.9,126003.68
3078,1025,210,1,33886.56,4037.77,5372.78,35221.57
3079,1026,206,2,37695.53,2235.81,13167.94,86323.19
3080,1027,183,4,17183.22,436.08,12293.42,80590.22
3081,1028,160,1,7458.41,722.8,1212.41,7948.02
3082,1028,155,1,37465.45,4218.72,5984.41,39231.14
3083,1028,234,2,10605.83,758.06,3681.65,24135.25
3084,1028,13,4,40458.84,15794.32,26287.39,172328.43
3085,1028,21,2,27939.78,717.08,9929.25,65091.73
3086,1029,227,3,19776.73,4867.99,9803.2,64265.4
3087,1029,238,1,19991.97,1731.53,3286.88,21547.32
3088,1029,40,3,11047.42,391.83,5895.08,38645.51
3089,1029,195,3,42664.46,12984.69,20701.56,135710.25
3090,1030,88,2,33071.07,5604.9,10896.7,71433.94
3091,1030,58,1,43014.0,2439.14,7303.47,47878.33
3092,1030,87,2,21959.44,2941.4,7375.95,48353.43
3093,1030,136,4,34274.09,8597.36,23129.82,151628.82
3094,1031,28,1,29031.11,2714.52,4736.99,31053.58
3095,1031,110,4,6566.95,3076.32,4174.47,27365.95
3096,1031,8,2,28733.56,894.96,10182.99,66755.15
3097,1031,142,2,26420.51,4291.83,8738.85,57288.04
3098,1032,87,4,21959.44,9257.82,14144.39,92724.33
3099,1032,215,1,34726.43,3749.08,5575.92,36553.27
3100,1032,59,1,13506.51,295.08,2378.06,15589.49
3101,1032,11,3,36727.76,7232.83,18531.08,121481.53
3102,1033,167,3,31659.13,2212.84,16697.62,109462.17
3103,1033,66,2,12279.53,628.58,4307.49,28237.97
3104,1034,142,3,26420.51,3789.44,13584.98,89057.07
3105,1034,91,4,33075.34,316.3,23757.31,155742.37
3106,1034,217,4,8518.31,2789.54,5631.07,36914.77
3107,1034,117,3,27023.51,644.93,14476.61,94902.21
3108,1035,189,1,28066.42,2824.82,4543.49,29785.09
3109,1036,12,3,13880.48,4461.24,6692.44,43872.64
3110,1036,209,2,10731.59,726.49,3732.6,24469.29
3111,1036,167,2,31659.13,5340.13,10436.06,68414.19
3112,1037,7,3,1179.48,387.62,567.15,3717.97
3113,1037,3,4,33432.15,9639.48,22336.04,146425.16
3114,1038,97,4,11972.84,4136.06,7875.95,51631.25
3115,1039,221,1,32207.06,361.26,5732.24,37578.04
3116,1039,85,3,8728.6,53.66,4703.79,30835.93
3117,1039,60,1,24754.89,2615.5,3985.09,26124.48
3118,1039,80,3,9554.15,3137.11,4594.56,30119.9
3119,1039,141,4,29486.44,3673.92,20568.93,134840.77
3120,1040,142,3,26420.51,7080.84,12992.52,85173.21
3121,1040,87,1,21959.44,360.53,3887.8,25486.71
3122,1041,96,1,17662.28,723.52,3048.98,19987.74
3123,1041,196,3,40456.71,2254.05,21440.89,140556.97
3124,1041,145,1,17725.61,1621.74,2898.7,19002.57
3125,1041,128,4,48190.05,3718.95,34027.42,223068.67
3126,1041,130,4,12728.22,115.23,9143.58,59941.23
3127,1042,92,1,39462.15,2090.91,6726.82,44098.06
3128,1043,194,2,5562.52,642.34,1886.89,12369.59
3129,1043,167,1,31659.13,822.55,5550.58,36387.16
3130,1043,124,4,10290.63,1571.01,7126.47,46717.98
3131,1044,216,3,4678.54,847.62,2373.84,15561.84
3132,1045,67,4,41997.34,13813.79,27751.6,181927.17
3133,1045,198,4,112.51,52.99,71.47,468.52
3134,1045,193,4,16913.96,1509.56,11906.33,78052.61
3135,1046,168,2,41017.08,1415.75,14511.31,95129.72
3136,1046,229,1,33676.3,3474.05,5436.41,35638.66
3137,1046,97,2,11972.84,2709.92,3822.44,25058.2
3138,1046,175,2,27514.3,4798.25,9041.46,59271.81
3139,1047,111,1,43082.21,2101.22,7376.58,48357.57
3140,1047,185,1,189.21,18.1,30.8,201.91
3141,1047,130,4,12728.22,3612.71,8514.03,55814.2
3142,1047,214,2,25781.44,1091.27,9084.89,59556.5
3143,1047,122,3,24991.82,7019.25,12232.12,80188.33
3144,1048,122,4,24991.82,8903.53,16391.47,107455.22
3145,1048,52,3,30086.26,6457.27,15084.27,98885.78
3146,1049,106,4,12366.02,2968.98,8369.12,54864.22
3147,1049,116,4,3361.81,806.53,2275.33,14916.04
3148,1049,15,3,37893.41,4696.29,19617.11,128601.05
3149,1050,123,4,9421.34,3389.78,6173.2,40468.78
3150,1050,54,2,4901.82,535.8,1668.21,10936.05
3151,1051,28,1,29031.11,2912.11,4701.42,30820.42
3152,1052,15,3,37893.41,2150.12,20075.42,131605.53
3153,1052,200,3,28469.05,1168.58,15162.94,99401.51
3154,1053,149,2,16854.36,757.15,5931.28,38882.85
3155,1053,3,2,33432.15,5992.73,10956.88,71828.45
3156,1053,54,1,4901.82,56.27,872.2,5717.75
3157,1053,150,3,3654.09,242.55,1929.55,12649.27
3158,1054,116,4,3361.81,1425.74,2163.87,14185.37
3159,1055,228,3,11203.89,2763.89,5552.6,36400.38
3160,1056,235,2,28131.22,5757.75,9090.84,59595.53
3161,1056,72,4,12573.73,965.12,8879.36,58209.16
3162,1056,97,3,11972.84,3372.83,5858.22,38403.91
3163,1057,194,1,5562.52,104.31,982.48,6440.69
3164,1057,238,3,19991.97,4431.85,9997.93,65541.99
3165,1057,84,3,10857.56,424.98,5786.59,37934.29
3166,1057,67,2,41997.34,7440.18,13779.81,90334.31
3167,1058,31,1,44553.38,1595.72,7732.38,50690.04
