inventory_id,store_id,product_id,quantity,reorder_level,updated_at
607,4,55,50,22,2026-09-15 18:00:00
608,4,230,23,21,2026-09-15 18:00:00
609,4,28,73,11,2026-09-15 18:00:00
610,4,80,27,22,2026-09-15 18:00:00
611,4,204,62,11,2026-09-15 18:00:00
612,4,238,60,22,2026-09-15 18:00:00
613,4,134,22,18,2026-09-15 18:00:00
614,4,3,62,12,2026-09-15 18:00:00
615,4,89,6,10,2026-09-15 18:00:00
616,4,19,17,11,2026-09-15 18:00:00
617,4,83,64,18,2026-09-15 18:00:00
618,4,130,62,21,2026-09-15 18:00:00
619,4,226,25,22,2026-09-15 18:00:00
620,4,85,69,12,2026-09-15 18:00:00
621,4,47,72,10,2026-09-15 18:00:00
622,4,115,57,13,2026-09-15 18:00:00
623,4,228,55,17,2026-09-15 18:00:00
624,4,133,26,11,2026-09-15 18:00:00
625,4,169,78,10,2026-09-15 18:00:00
626,4,75,21,23,2026-09-15 18:00:00
627,4,16,75,23,2026-09-15 18:00:00
628,4,74,11,23,2026-09-15 18:00:00
629,4,105,40,18,2026-09-15 18:00:00
630,4,208,80,10,2026-09-15 18:00:00
631,4,91,49,25,2026-09-15 18:00:00
632,4,15,12,24,2026-09-15 18:00:00
633,4,236,19,23,2026-09-15 18:00:00
634,4,112,17,21,2026-09-15 18:00:00
635,4,63,70,22,2026-09-15 18:00:00
636,4,205,27,23,2026-09-15 18:00:00
637,4,45,44,11,2026-09-15 18:00:00
638,4,136,62,16,2026-09-15 18:00:00
639,4,46,45,12,2026-09-15 18:00:00
640,4,59,42,13,2026-09-15 18:00:00
641,4,223,7,12,2026-09-15 18:00:00
642,4,106,54,15,2026-09-15 18:00:00
643,4,107,23,20,2026-09-15 18:00:00
644,4,10,62,21,2026-09-15 18:00:00
645,4,197,59,21,2026-09-15 18:00:00
646,4,101,61,11,2026-09-15 18:00:00
647,4,52,30,15,2026-09-15 18:00:00
648,4,22,43,18,2026-09-15 18:00:00
649,4,92,37,11,2026-09-15 18:00:00
650,4,41,32,25,2026-09-15 18:00:00
651,4,125,6,18,2026-09-15 18:00:00
652,4,26,63,20,2026-09-15 18:00:00
653,4,114,64,12,2026-09-15 18:00:00
654,4,198,63,20,2026-09-15 18:00:00
655,4,53,31,20,2026-09-15 18:00:00
656,4,141,56,18,2026-09-15 18:00:00
657,4,37,41,16,2026-09-15 18:00:00
658,4,56,13,16,2026-09-15 18:00:00
659,4,183,27,21,2026-09-15 18:00:00
660,4,157,75,10,2026-09-15 18:00:00
661,4,104,51,15,2026-09-15 18:00:00
662,4,207,21,11,2026-09-15 18:00:00
663,4,143,47,14,2026-09-15 18:00:00
664,4,5,58,12,2026-09-15 18:00:00
665,4,231,73,15,2026-09-15 18:00:00
666,4,25,55,12,2026-09-15 18:00:00
667,4,140,28,24,2026-09-15 18:00:00
668,4,126,53,24,2026-09-15 18:00:00
669,4,119,40,22,2026-09-15 18:00:00
670,4,240,5,12,2026-09-15 18:00:00
671,4,8,14,11,2026-09-15 18:00:00
672,4,229,69,14,2026-09-15 18:00:00
673,4,192,38,17,2026-09-15 18:00:00
674,4,35,26,18,2026-09-15 18:00:00
675,4,111,67,11,2026-09-15 18:00:00
676,4,232,13,17,2026-09-15 18:00:00
677,4,179,70,10,2026-09-15 18:00:00
678,4,70,67,16,2026-09-15 18:00:00
679,4,155,73,10,2026-09-15 18:00:00
680,4,48,48,10,2026-09-15 18:00:00
681,4,203,68,16,2026-09-15 18:00:00
682,4,178,78,25,2026-09-15 18:00:00
683,4,99,13,20,2026-09-15 18:00:00
684,4,33,50,22,2026-09-15 18:00:00
685,4,61,74,14,2026-09-15 18:00:00
686,4,211,44,19,2026-09-15 18:00:00
687,4,116,41,20,2026-09-15 18:00:00
688,4,20,53,11,2026-09-15 18:00:00
689,4,94,67,18,2026-09-15 18:00:00
690,4,18,60,24,2026-09-15 18:00:00
691,4,160,80,25,2026-09-15 18:00:00
692,4,58,32,11,2026-09-15 18:00:00
693,4,68,33,14,2026-09-15 18:00:00
694,4,162,76,19,2026-09-15 18:00:00
695,4,120,79,13,2026-09-15 18:00:00
696,4,145,6,20,2026-09-15 18:00:00
697,4,154,6,10,2026-09-15 18:00:00
698,4,82,51,13,2026-09-15 18:00:00
699,4,139,31,22,2026-09-15 18:00:00
700,4,170,39,21,2026-09-15 18:00:00
701,4,165,80,12,2026-09-15 18:00:00
702,4,109,27,16,2026-09-15 18:00:00
703,4,168,76,11,2026-09-15 18:00:00
704,4,81,59,17,2026-09-15 18:00:00
705,4,77,80,20,2026-09-15 18:00:00
706,4,137,45,20,2026-09-15 18:00:00
707,4,87,34,15,2026-09-15 18:00:00
708,4,222,58,22,2026-09-15 18:00:00
709,4,103,57,15,2026-09-15 18:00:00
710,4,9,30,18,2026-09-15 18:00:00
711,4,212,62,24,2026-09-15 18:00:00
712,4,65,45,12,2026-09-15 18:00:00
713,4,147,73,24,2026-09-15 18:00:00
714,4,14,68,17,2026-09-15 18:00:00
715,4,175,29,11,2026-09-15 18:00:00
716,4,51,22,25,2026-09-15 18:00:00
717,4,185,22,22,2026-09-15 18:00:00
718,4,127,64,13,2026-09-15 18:00:00
719,4,110,31,15,2026-09-15 18:00:00
720,4,23,39,12,2026-09-15 18:00:00
721,5,79,77,15,2026-09-15 18:00:00
722,5,144,63,22,2026-09-15 18:00:00
723,5,238,47,21,2026-09-15 18:00:00
724,5,116,23,19,2026-09-15 18:00:00
725,5,224,74,15,2026-09-15 18:00:00
726,5,185,77,17,2026-09-15 18:00:00
727,5,178,44,15,2026-09-15 18:00:00
728,5,191,28,25,2026-09-15 18:00:00
729,5,156,73,10,2026-09-15 18:00:00
730,5,80,64,12,2026-09-15 18:00:00
731,5,120,68,15,2026-09-15 18:00:00
732,5,100,49,21,2026-09-15 18:00:00
733,5,154,52,14,2026-09-15 18:00:00
734,5,169,80,17,2026-09-15 18:00:00
735,5,62,27,19,2026-09-15 18:00:00
736,5,217,78,20,2026-09-15 18:00:00
737,5,37,28,22,2026-09-15 18:00:00
738,5,85,62,17,2026-09-15 18:00:00
739,5,190,18,19,2026-09-15 18:00:00
740,5,121,18,12,2026-09-15 18:00:00
741,5,47,18,15,2026-09-15 18:00:00
742,5,97,77,17,2026-09-15 18:00:00
743,5,13,19,20,2026-09-15 18:00:00
744,5,73,56,13,2026-09-15 18:00:00
745,5,225,30,25,2026-09-15 18:00:00
746,5,200,38,24,2026-09-15 18:00:00
747,5,157,60,25,2026-09-15 18:00:00
748,5,213,26,15,2026-09-15 18:00:00
749,5,8,27,11,2026-09-15 18:00:00
750,5,160,47,13,2026-09-15 18:00:00
751,5,35,44,18,2026-09-15 18:00:00
752,5,91,36,14,2026-09-15 18:00:00
753,5,173,39,17,2026-09-15 18:00:00
754,5,39,47,24,2026-09-15 18:00:00
755,5,215,31,18,2026-09-15 18:00:00
756,5,167,40,24,2026-09-15 18:00:00
757,5,33,21,10,2026-09-15 18:00:00
758,5,136,74,25,2026-09-15 18:00:00
759,5,11,53,10,2026-09-15 18:00:00
760,5,59,7,14,2026-09-15 18:00:00
761,5,150,26,14,2026-09-15 18:00:00
762,5,222,48,24,2026-09-15 18:00:00
763,5,9,51,13,2026-09-15 18:00:00
764,5,146,50,20,2026-09-15 18:00:00
765,5,239,32,14,2026-09-15 18:00:00
766,5,142,38,11,2026-09-15 18:00:00
767,5,1,18,21,2026-09-15 18:00:00
768,5,40,25,18,2026-09-15 18:00:00
769,5,88,56,19,2026-09-15 18:00:00
770,5,166,31,23,2026-09-15 18:00:00
771,5,61,17,25,2026-09-15 18:00:00
772,5,95,79,11,2026-09-15 18:00:00
773,5,236,39,22,2026-09-15 18:00:00
774,5,64,26,12,2026-09-15 18:00:00
775,5,240,80,18,2026-09-15 18:00:00
776,5,195,54,21,2026-09-15 18:00:00
777,5,216,13,12,2026-09-15 18:00:00
778,5,114,18,13,2026-09-15 18:00:00
779,5,172,79,14,2026-09-15 18:00:00
780,5,26,80,12,2026-09-15 18:00:00
781,5,38,39,24,2026-09-15 18:00:00
782,5,67,59,14,2026-09-15 18:00:00
783,5,78,19,18,2026-09-15 18:00:00
784,5,149,16,12,2026-09-15 18:00:00
785,5,124,22,24,2026-09-15 18:00:00
786,5,176,37,16,2026-09-15 18:00:00
787,5,139,55,23,2026-09-15 18:00:00
788,5,128,34,10,2026-09-15 18:00:00
789,5,161,77,10,2026-09-15 18:00:00
790,5,46,20,10,2026-09-15 18:00:00
791,5,111,17,17,2026-09-15 18:00:00
792,5,132,18,25,2026-09-15 18:00:00
793,5,92,16,25,2026-09-15 18:00:00
794,5,106,34,11,2026-09-15 18:00:00
795,5,81,31,23,2026-09-15 18:00:00
796,5,94,33,12,2026-09-15 18:00:00
797,5,4,62,18,2026-09-15 18:00:00
798,5,168,18,14,2026-09-15 18:00:00
799,5,210,33,11,2026-09-15 18:00:00
800,5,133,71,14,2026-09-15 18:00:00
801,5,72,19,25,2026-09-15 18:00:00
802,5,199,15,25,2026-09-15 18:00:00
803,5,3,54,20,2026-09-15 18:00:00
804,5,77,53,11,2026-09-15 18:00:00
805,5,76,19,25,2026-09-15 18:00:00
806,5,63,73,18,2026-09-15 18:00:00
807,5,234,51,12,2026-09-15 18:00:00
808,5,207,28,17,2026-09-15 18:00:00
809,5,71,18,11,2026-09-15 18:00:00
810,5,108,65,10,2026-09-15 18:00:00
811,5,68,51,17,2026-09-15 18:00:00
812,5,93,70,21,2026-09-15 18:00:00
813,5,41,14,16,2026-09-15 18:00:00
814,5,148,60,10,2026-09-15 18:00:00
815,5,202,15,14,2026-09-15 18:00:00
816,5,201,70,15,2026-09-15 18:00:00
817,5,74,57,13,2026-09-15 18:00:00
818,5,197,9,19,2026-09-15 18:00:00
819,5,209,78,18,2026-09-15 18:00:00
820,5,187,35,22,2026-09-15 18:00:00
821,5,141,47,23,2026-09-15 18:00:00
822,5,27,74,10,2026-09-15 18:00:00
823,5,138,5,15,2026-09-15 18:00:00
824,5,96,17,16,2026-09-15 18:00:00
825,5,232,75,13,2026-09-15 18:00:00
826,5,155,6,23,2026-09-15 18:00:00
827,5,126,79,11,2026-09-15 18:00:00
828,5,48,56,13,2026-09-15 18:00:00
829,5,109,54,22,2026-09-15 18:00:00
830,5,44,48,23,2026-09-15 18:00:00
831,5,83,76,11,2026-09-15 18:00:00
832,5,214,56,21,2026-09-15 18:00:00
833,5,192,37,14,2026-09-15 18:00:00
834,5,69,48,20,2026-09-15 18:00:00
835,5,115,30,20,2026-09-15 18:00:00
836,5,205,11,12,2026-09-15 18:00:00
837,5,86,39,11,2026-09-15 18:00:00
838,5,25,77,14,2026-09-15 18:00:00
839,5,127,55,21,2026-09-15 18:00:00
840,5,229,75,20,2026-09-15 18:00:00
841,5,107,17,21,2026-09-15 18:00:00
842,5,233,16,17,2026-09-15 18:00:00
843,5,130,25,25,2026-09-15 18:00:00
844,5,43,46,25,2026-09-15 18:00:00
845,5,112,50,18,2026-09-15 18:00:00
846,5,24,41,12,2026-09-15 18:00:00
847,5,12,5,17,2026-09-15 18:00:00
848,5,180,29,14,2026-09-15 18:00:00
849,5,228,49,19,2026-09-15 18:00:00
850,5,45,67,14,2026-09-15 18:00:00
851,5,145,56,18,2026-09-15 18:00:00
852,5,90,26,23,2026-09-15 18:00:00
853,5,87,57,13,2026-09-15 18:00:00
854,5,219,73,25,2026-09-15 18:00:00
855,5,231,50,20,2026-09-15 18:00:00
856,5,117,62,20,2026-09-15 18:00:00
857,5,226,5,23,2026-09-15 18:00:00
858,5,51,69,20,2026-09-15 18:00:00
859,5,140,75,25,2026-09-15 18:00:00
860,5,52,62,13,2026-09-15 18:00:00
861,5,164,32,22,2026-09-15 18:00:00
862,5,23,3,10,2026-09-15 18:00:00
863,5,188,19,22,2026-09-15 18:00:00
864,5,98,70,11,2026-09-15 18:00:00
865,5,7,17,14,2026-09-15 18:00:00
866,5,10,78,18,2026-09-15 18:00:00
867,5,14,73,21,2026-09-15 18:00:00
868,5,230,56,11,2026-09-15 18:00:00
869,5,123,47,18,2026-09-15 18:00:00
870,5,99,34,23,2026-09-15 18:00:00
871,5,137,73,12,2026-09-15 18:00:00
872,5,147,19,25,2026-09-15 18:00:00
873,5,162,72,25,2026-09-15 18:00:00
874,5,206,29,15,2026-09-15 18:00:00
875,5,66,19,21,2026-09-15 18:00:00
876,5,194,7,23,2026-09-15 18:00:00
877,5,29,69,21,2026-09-15 18:00:00
878,5,104,12,22,2026-09-15 18:00:00
879,5,22,7,20,2026-09-15 18:00:00
880,5,165,50,20,2026-09-15 18:00:00
881,5,135,43,13,2026-09-15 18:00:00
882,5,211,79,24,2026-09-15 18:00:00
883,5,179,24,13,2026-09-15 18:00:00
884,5,57,52,15,2026-09-15 18:00:00
885,5,186,47,13,2026-09-15 18:00:00
886,5,193,48,25,2026-09-15 18:00:00
887,5,153,70,16,2026-09-15 18:00:00
888,5,189,10,11,2026-09-15 18:00:00
889,5,170,51,13,2026-09-15 18:00:00
890,5,227,77,18,2026-09-15 18:00:00
891,5,220,21,11,2026-09-15 18:00:00
892,5,101,5,13,2026-09-15 18:00:00
893,5,18,17,18,2026-09-15 18:00:00
894,5,103,10,13,2026-09-15 18:00:00
895,5,152,26,24,2026-09-15 18:00:00
896,5,159,55,16,2026-09-15 18:00:00
897,5,204,45,15,2026-09-15 18:00:00
898,5,208,9,19,2026-09-15 18:00:00
899,5,82,7,19,2026-09-15 18:00:00
900,5,122,36,16,2026-09-15 18:00:00
