movement_id,store_id,product_id,movement_type,quantity,reference_type,reference_id,created_at
2176,2,137,SALE,-2,SALE,4528,2026-04-01 18:24:00
2177,2,87,SALE,-3,SALE,3520,2026-06-06 16:16:00
2178,4,99,SALE,-2,SALE,90,2026-05-22 11:35:00
2179,5,46,SALE,-3,SALE,3568,2026-05-22 20:51:00
2180,1,83,SALE,-2,SALE,3421,2026-04-10 17:27:00
2181,3,185,SALE,-4,SALE,2392,2026-04-21 15:57:00
2182,1,196,SALE,-4,SALE,2343,2026-06-10 20:58:00
2183,1,206,SALE,-4,SALE,2826,2026-09-02 12:43:00
2184,4,157,SALE,-1,SALE,4498,2026-04-20 20:11:00
2185,2,167,SALE,-1,SALE,1103,2026-08-14 11:38:00
2186,2,201,SALE,-1,SALE,1965,2026-06-19 17:15:00
2187,3,34,SALE,-3,SALE,4018,2026-04-05 17:41:00
2188,5,17,SALE,-1,SALE,1298,2026-08-13 19:14:00
2189,5,31,SALE,-1,SALE,4648,2026-08-13 16:27:00
2190,1,200,SALE,-3,SALE,2501,2026-09-20 09:03:00
2191,3,107,SALE,-4,SALE,4430,2026-05-16 15:14:00
2192,3,66,SALE,-2,SALE,1033,2026-08-07 09:00:00
2193,4,124,SALE,-2,SALE,2510,2026-07-10 15:42:00
2194,2,31,SALE,-1,SALE,2664,2026-08-27 20:13:00
2195,1,12,SALE,-2,SALE,1701,2026-06-10 12:52:00
2196,2,143,SALE,-3,SALE,1717,2026-06-27 15:27:00
2197,3,95,SALE,-3,SALE,1372,2026-09-22 11:13:00
2198,4,51,SALE,-1,SALE,758,2026-07-30 11:04:00
2199,3,216,SALE,-4,SALE,417,2026-04-26 20:50:00
2200,1,171,SALE,-1,SALE,3367,2026-06-15 16:39:00
2201,4,135,SALE,-3,SALE,3482,2026-07-09 12:11:00
2202,3,29,SALE,-4,SALE,72,2026-08-19 09:00:00
2203,3,65,SALE,-1,SALE,4704,2026-08-07 20:54:00
2204,3,89,SALE,-4,SALE,1338,2026-09-03 16:09:00
2205,2,151,SALE,-2,SALE,1771,2026-08-10 11:27:00
2206,4,117,SALE,-2,SALE,4168,2026-07-20 12:13:00
2207,5,37,SALE,-1,SALE,881,2026-08-14 14:58:00
2208,1,73,SALE,-4,SALE,3324,2026-05-11 15:53:00
2209,2,198,SALE,-2,SALE,1282,2026-07-03 12:15:00
2210,3,163,SALE,-2,SALE,3577,2026-08-05 10:36:00
2211,1,58,SALE,-3,SALE,2232,2026-08-09 13:25:00
2212,2,58,SALE,-1,SALE,2520,2026-05-12 10:30:00
2213,4,134,SALE,-4,SALE,515,2026-05-14 20:44:00
2214,4,96,SALE,-2,SALE,1917,2026-06-17 09:47:00
2215,3,27,SALE,-3,SALE,4845,2026-04-27 20:38:00
2216,1,139,SALE,-2,SALE,88,2026-07-21 15:54:00
2217,2,106,SALE,-4,SALE,2830,2026-09-06 16:06:00
2218,1,170,SALE,-4,SALE,1431,2026-07-02 18:29:00
2219,1,173,SALE,-2,SALE,2610,2026-04-09 20:39:00
2220,3,171,SALE,-3,SALE,3355,2026-06-07 10:54:00
2221,3,129,SALE,-4,SALE,1972,2026-06-22 14:00:00
2222,2,113,SALE,-4,SALE,1520,2026-09-25 20:17:00
2223,2,175,SALE,-3,SALE,4161,2026-09-24 17:18:00
2224,4,217,SALE,-1,SALE,1230,2026-05-05 20:06:00
2225,3,229,SALE,-2,SALE,2154,2026-05-23 20:41:00
2226,1,174,SALE,-2,SALE,2393,2026-08-11 20:22:00
2227,1,172,SALE,-3,SALE,875,2026-04-21 20:53:00
2228,2,38,SALE,-1,SALE,3953,2026-09-02 18:41:00
2229,2,183,SALE,-4,SALE,2747,2026-07-10 20:51:00
2230,1,131,SALE,-3,SALE,1802,2026-05-22 15:05:00
2231,2,160,SALE,-3,SALE,2964,2026-06-12 09:43:00
2232,3,61,SALE,-2,SALE,1556,2026-05-09 09:45:00
2233,2,137,SALE,-3,SALE,4461,2026-06-29 15:06:00
2234,3,76,SALE,-3,SALE,3165,2026-05-23 19:02:00
2235,5,190,SALE,-4,SALE,4338,2026-08-28 15:30:00
2236,1,41,SALE,-3,SALE,3629,2026-07-08 09:50:00
2237,3,93,SALE,-1,SALE,2753,2026-05-14 12:17:00
2238,5,97,SALE,-2,SALE,3738,2026-04-10 10:36:00
2239,1,232,SALE,-1,SALE,1841,2026-05-14 15:20:00
2240,2,5,SALE,-4,SALE,1963,2026-04-29 11:39:00
2241,4,176,SALE,-1,SALE,4731,2026-06-01 09:39:00
2242,4,96,SALE,-1,SALE,17,2026-07-17 13:50:00
2243,2,64,SALE,-3,SALE,1834,2026-08-04 10:48:00
2244,4,77,SALE,-1,SALE,3417,2026-04-19 15:03:00
2245,2,35,SALE,-1,SALE,1236,2026-04-23 16:09:00
2246,2,5,SALE,-2,SALE,2218,2026-04-29 14:43:00
2247,4,108,SALE,-1,SALE,3471,2026-09-03 17:36:00
2248,4,164,SALE,-3,SALE,4422,2026-06-27 16:53:00
2249,3,239,SALE,-4,SALE,2098,2026-08-21 20:26:00
2250,3,229,SALE,-2,SALE,3294,2026-07-18 16:43:00
2251,4,199,SALE,-2,SALE,4568,2026-05-27 10:13:00
2252,1,181,SALE,-1,SALE,1861,2026-04-12 11:04:00
2253,5,73,SALE,-4,SALE,1152,2026-04-08 09:45:00
2254,2,5,SALE,-2,SALE,1723,2026-05-01 17:17:00
2255,3,42,SALE,-3,SALE,2671,2026-07-01 10:43:00
2256,2,84,SALE,-4,SALE,47,2026-05-16 16:55:00
2257,2,222,SALE,-4,SALE,3817,2026-07-18 13:59:00
2258,5,149,SALE,-3,SALE,4854,2026-05-23 12:38:00
2259,5,131,SALE,-2,SALE,3730,2026-05-13 12:14:00
2260,2,129,SALE,-1,SALE,4271,2026-07-11 10:24:00
2261,2,188,SALE,-4,SALE,3578,2026-08-17 17:18:00
2262,5,135,SALE,-1,SALE,4723,2026-07-11 10:47:00
2263,2,240,SALE,-1,SALE,2411,2026-08-19 17:48:00
2264,3,67,SALE,-1,SALE,1614,2026-04-07 18:39:00
2265,2,48,SALE,-2,SALE,4632,2026-08-06 19:56:00
2266,1,170,SALE,-1,SALE,3868,2026-09-07 20:40:00
2267,1,209,SALE,-4,SALE,518,2026-06-01 14:37:00
2268,2,79,SALE,-3,SALE,1325,2026-05-29 17:58:00
2269,5,54,SALE,-4,SALE,1228,2026-08-20 13:56:00
2270,1,63,SALE,-1,SALE,4359,2026-04-28 09:10:00
2271,4,167,SALE,-3,SALE,1108,2026-09-28 09:15:00
2272,5,7,SALE,-4,SALE,3505,2026-05-19 20:58:00
2273,1,14,SALE,-3,SALE,1791,2026-05-24 12:31:00
2274,1,17,SALE,-2,SALE,1815,2026-04-07 11:59:00
2275,1,161,SALE,-2,SALE,1540,2026-09-25 18:37:00
2276,5,200,SALE,-1,SALE,4193,2026-07-22 13:32:00
2277,4,229,SALE,-1,SALE,1046,2026-06-04 11:00:00
2278,1,87,SALE,-3,SALE,3015,2026-08-05 09:06:00
2279,1,71,SALE,-2,SALE,2484,2026-07-27 19:10:00
2280,3,213,SALE,-2,SALE,4706,2026-09-27 15:47:00
2281,1,238,SALE,-4,SALE,155,2026-04-21 16:30:00
2282,2,137,SALE,-3,SALE,3202,2026-08-29 09:11:00
2283,2,90,SALE,-1,SALE,3475,2026-06-10 15:36:00
2284,2,138,SALE,-4,SALE,1000,2026-08-26 19:07:00
2285,1,155,SALE,-3,SALE,3449,2026-08-25 15:53:00
2286,5,83,SALE,-1,SALE,3596,2026-05-22 17:36:00
2287,2,198,SALE,-1,SALE,2804,2026-04-23 17:38:00
2288,4,150,SALE,-2,SALE,2482,2026-06-09 17:33:00
2289,2,30,SALE,-4,SALE,4255,2026-06-28 19:50:00
2290,2,25,SALE,-1,SALE,3409,2026-05-09 09:36:00
2291,4,214,SALE,-2,SALE,2170,2026-09-06 10:59:00
2292,2,107,SALE,-3,SALE,497,2026-08-04 20:38:00
2293,2,28,SALE,-4,SALE,2958,2026-05-06 12:37:00
2294,2,215,SALE,-1,SALE,442,2026-04-04 19:25:00
2295,5,54,SALE,-2,SALE,4355,2026-04-10 16:04:00
2296,1,62,SALE,-1,SALE,632,2026-05-05 11:03:00
2297,2,182,SALE,-2,SALE,1658,2026-08-05 17:35:00
2298,2,147,SALE,-2,SALE,4441,2026-08-09 19:23:00
2299,4,157,SALE,-2,SALE,3855,2026-09-06 09:11:00
2300,3,5,SALE,-4,SALE,3443,2026-05-09 11:55:00
2301,1,22,SALE,-3,SALE,3897,2026-04-19 19:46:00
2302,4,240,SALE,-2,SALE,2042,2026-05-24 18:44:00
2303,4,161,SALE,-3,SALE,2736,2026-05-21 14:16:00
2304,1,56,SALE,-3,SALE,2746,2026-09-06 18:27:00
2305,1,181,SALE,-3,SALE,4501,2026-09-19 16:13:00
2306,5,84,SALE,-3,SALE,4263,2026-05-14 19:53:00
2307,1,41,SALE,-2,SALE,962,2026-09-11 11:40:00
2308,2,26,SALE,-3,SALE,3829,2026-09-24 15:58:00
2309,3,21,SALE,-1,SALE,2925,2026-09-20 19:14:00
2310,1,86,SALE,-4,SALE,1376,2026-04-21 11:28:00
2311,1,148,SALE,-1,SALE,4551,2026-09-09 12:35:00
2312,5,72,SALE,-4,SALE,2067,2026-05-19 10:50:00
2313,4,204,SALE,-4,SALE,3244,2026-08-22 09:32:00
2314,1,222,SALE,-4,SALE,577,2026-06-12 14:46:00
2315,1,20,SALE,-1,SALE,3703,2026-06-15 13:06:00
2316,2,15,SALE,-1,SALE,2625,2026-04-01 17:06:00
2317,3,32,SALE,-4,SALE,1800,2026-08-02 16:46:00
2318,2,118,SALE,-1,SALE,3302,2026-08-07 18:41:00
2319,2,230,SALE,-1,SALE,3722,2026-08-10 19:00:00
2320,1,163,SALE,-4,SALE,33,2026-09-15 18:59:00
2321,4,157,SALE,-2,SALE,1188,2026-06-16 09:04:00
2322,5,47,SALE,-2,SALE,131,2026-09-26 18:11:00
2323,5,110,SALE,-4,SALE,4443,2026-09-26 19:46:00
2324,5,199,SALE,-1,SALE,4658,2026-05-12 15:05:00
2325,4,161,SALE,-3,SALE,41,2026-05-11 09:22:00
2326,5,202,SALE,-2,SALE,2135,2026-04-05 10:41:00
2327,4,111,SALE,-4,SALE,4299,2026-06-15 17:55:00
2328,1,83,SALE,-3,SALE,4057,2026-04-13 14:34:00
2329,5,223,SALE,-2,SALE,4277,2026-06-16 12:28:00
2330,4,103,SALE,-3,SALE,3850,2026-09-04 19:02:00
2331,2,15,SALE,-2,SALE,3092,2026-08-06 15:39:00
2332,5,95,SALE,-3,SALE,1831,2026-05-10 19:37:00
2333,3,85,SALE,-4,SALE,433,2026-09-25 10:34:00
2334,3,147,SALE,-3,SALE,1530,2026-08-07 14:26:00
2335,2,134,SALE,-1,SALE,3962,2026-06-14 17:43:00
2336,3,214,SALE,-2,SALE,2611,2026-08-31 18:43:00
2337,2,175,SALE,-2,SALE,4843,2026-09-02 17:56:00
2338,4,150,SALE,-2,SALE,759,2026-04-26 20:27:00
2339,4,219,SALE,-1,SALE,3742,2026-09-21 20:56:00
2340,2,62,SALE,-2,SALE,4911,2026-08-14 20:53:00
2341,5,24,SALE,-2,SALE,737,2026-04-10 20:41:00
2342,3,166,SALE,-1,SALE,1307,2026-04-24 17:34:00
2343,3,222,SALE,-1,SALE,1814,2026-07-04 16:01:00
2344,4,80,SALE,-1,SALE,2881,2026-09-22 16:29:00
2345,5,112,SALE,-3,SALE,859,2026-04-02 19:23:00
2346,4,131,SALE,-3,SALE,2558,2026-07-01 14:08:00
2347,2,209,SALE,-4,SALE,200,2026-08-21 16:02:00
2348,3,89,SALE,-3,SALE,3014,2026-05-11 15:20:00
2349,2,212,SALE,-3,SALE,1362,2026-06-23 10:43:00
2350,5,86,SALE,-2,SALE,1753,2026-05-29 19:39:00
2351,5,78,SALE,-2,SALE,3077,2026-04-23 20:01:00
2352,3,73,SALE,-1,SALE,3625,2026-08-16 16:44:00
2353,3,50,SALE,-4,SALE,3776,2026-08-26 10:57:00
2354,4,222,SALE,-4,SALE,4207,2026-04-29 12:01:00
2355,1,70,SALE,-4,SALE,1791,2026-05-24 12:31:00
2356,5,164,SALE,-4,SALE,1154,2026-09-09 13:05:00
2357,5,6,SALE,-2,SALE,4400,2026-08-08 18:55:00
2358,1,200,SALE,-4,SALE,2787,2026-09-07 13:23:00
2359,3,96,SALE,-3,SALE,833,2026-05-04 10:52:00
2360,3,163,SALE,-3,SALE,4267,2026-04-04 20:31:00
2361,1,135,SALE,-4,SALE,4138,2026-09-21 18:46:00
2362,5,127,SALE,-3,SALE,2457,2026-07-31 17:29:00
2363,5,90,SALE,-3,SALE,1424,2026-09-01 20:09:00
2364,1,181,SALE,-4,SALE,203,2026-04-03 19:11:00
2365,5,105,SALE,-3,SALE,934,2026-07-21 12:29:00
2366,5,55,SALE,-2,SALE,1929,2026-06-04 14:29:00
2367,5,67,SALE,-1,SALE,1740,2026-08-12 19:19:00
2368,3,43,SALE,-1,SALE,3136,2026-09-13 20:45:00
2369,5,131,SALE,-4,SALE,4535,2026-04-07 20:40:00
2370,5,218,SALE,-3,SALE,753,2026-08-29 18:45:00
2371,2,10,SALE,-4,SALE,75,2026-08-18 18:23:00
2372,4,191,SALE,-4,SALE,3675,2026-09-11 20:44:00
2373,4,214,SALE,-2,SALE,3611,2026-08-29 16:49:00
2374,4,124,SALE,-4,SALE,2269,2026-09-09 15:43:00
2375,4,9,SALE,-3,SALE,1739,2026-04-10 15:25:00
2376,4,91,SALE,-3,SALE,4568,2026-05-27 10:13:00
2377,5,51,SALE,-2,SALE,247,2026-08-08 10:27:00
2378,1,47,SALE,-4,SALE,2192,2026-09-08 17:18:00
2379,4,151,SALE,-4,SALE,4321,2026-07-10 15:01:00
2380,1,200,SALE,-2,SALE,1439,2026-05-05 17:34:00
2381,5,163,SALE,-3,SALE,1553,2026-05-16 14:08:00
2382,3,67,SALE,-3,SALE,1660,2026-05-14 18:28:00
2383,1,120,SALE,-2,SALE,3972,2026-05-12 16:53:00
2384,1,195,SALE,-4,SALE,4922,2026-05-18 13:16:00
2385,2,195,SALE,-1,SALE,691,2026-07-18 20:40:00
2386,5,202,SALE,-1,SALE,2019,2026-06-05 16:56:00
2387,3,125,SALE,-3,SALE,3388,2026-06-12 15:29:00
2388,2,184,SALE,-4,SALE,2361,2026-05-23 13:17:00
2389,5,11,SALE,-4,SALE,722,2026-08-29 13:54:00
2390,4,61,SALE,-2,SALE,3500,2026-08-20 14:55:00
2391,1,155,SALE,-3,SALE,2441,2026-04-26 18:29:00
2392,4,28,SALE,-1,SALE,4821,2026-09-11 17:16:00
2393,1,47,SALE,-1,SALE,1844,2026-08-15 11:56:00
2394,4,68,SALE,-4,SALE,1156,2026-08-09 19:22:00
2395,3,46,SALE,-1,SALE,4962,2026-06-28 12:06:00
2396,4,70,SALE,-4,SALE,4103,2026-08-01 17:43:00
2397,4,201,SALE,-4,SALE,4869,2026-07-05 18:54:00
2398,5,185,SALE,-2,SALE,3687,2026-09-19 10:00:00
2399,2,225,SALE,-4,SALE,2302,2026-06-06 09:24:00
2400,1,58,SALE,-1,SALE,2296,2026-06-17 14:25:00
2401,1,28,SALE,-2,SALE,4511,2026-06-02 09:10:00
2402,4,225,SALE,-4,SALE,2407,2026-05-14 11:00:00
2403,4,132,SALE,-4,SALE,430,2026-09-14 12:20:00
2404,3,238,SALE,-3,SALE,2492,2026-06-16 09:17:00
2405,4,229,SALE,-4,SALE,1639,2026-06-27 18:36:00
2406,1,26,SALE,-4,SALE,4245,2026-04-21 10:57:00
2407,3,195,SALE,-3,SALE,1641,2026-04-16 16:57:00
2408,1,187,SALE,-3,SALE,416,2026-04-21 20:50:00
2409,3,89,SALE,-2,SALE,2569,2026-05-16 14:44:00
2410,4,199,SALE,-3,SALE,1824,2026-05-05 18:43:00
2411,3,89,SALE,-3,SALE,3149,2026-07-21 20:24:00
2412,2,154,SALE,-1,SALE,4289,2026-04-20 14:14:00
2413,4,135,SALE,-1,SALE,3119,2026-07-02 16:36:00
2414,1,101,SALE,-1,SALE,105,2026-08-08 09:27:00
2415,3,93,SALE,-4,SALE,2923,2026-09-06 09:53:00
2416,1,91,SALE,-4,SALE,1432,2026-08-16 16:08:00
2417,1,29,SALE,-4,SALE,2788,2026-08-17 20:30:00
2418,1,184,SALE,-2,SALE,3460,2026-04-29 12:21:00
2419,5,16,SALE,-4,SALE,4380,2026-07-23 18:09:00
2420,4,202,SALE,-2,SALE,2926,2026-09-09 17:06:00
2421,2,239,SALE,-2,SALE,1096,2026-04-16 10:25:00
2422,4,134,SALE,-3,SALE,4404,2026-06-05 20:54:00
2423,4,192,SALE,-1,SALE,1706,2026-05-28 17:20:00
2424,4,32,SALE,-1,SALE,4035,2026-06-26 20:44:00
2425,5,74,SALE,-2,SALE,1366,2026-04-10 17:27:00
2426,4,224,SALE,-1,SALE,4884,2026-04-21 14:53:00
2427,2,126,SALE,-4,SALE,760,2026-08-21 13:17:00
2428,1,9,SALE,-2,SALE,1437,2026-04-10 15:29:00
2429,1,159,SALE,-1,SALE,1496,2026-09-12 12:07:00
2430,4,54,SALE,-4,SALE,387,2026-05-18 19:46:00
2431,2,196,SALE,-2,SALE,468,2026-04-01 17:53:00
2432,2,206,SALE,-1,SALE,2262,2026-09-27 14:00:00
2433,1,30,SALE,-2,SALE,2657,2026-07-30 19:27:00
2434,5,236,SALE,-4,SALE,1571,2026-09-13 16:40:00
2435,5,49,SALE,-2,SALE,4818,2026-07-13 14:57:00
2436,4,181,SALE,-2,SALE,4312,2026-04-26 20:48:00
2437,2,158,SALE,-2,SALE,773,2026-04-14 15:07:00
2438,4,170,SALE,-2,SALE,4675,2026-09-20 11:39:00
2439,4,96,SALE,-1,SALE,3926,2026-06-12 14:29:00
2440,2,146,SALE,-2,SALE,4678,2026-04-02 11:04:00
2441,5,195,SALE,-1,SALE,4309,2026-07-03 10:30:00
2442,2,234,SALE,-3,SALE,4528,2026-04-01 18:24:00
2443,2,3,SALE,-3,SALE,3545,2026-06-05 11:52:00
2444,2,108,SALE,-1,SALE,2949,2026-09-05 18:27:00
2445,4,105,SALE,-1,SALE,3169,2026-06-23 20:54:00
2446,5,29,SALE,-4,SALE,2274,2026-06-03 13:54:00
2447,3,151,SALE,-4,SALE,4155,2026-06-16 09:06:00
2448,5,127,SALE,-1,SALE,4338,2026-08-28 15:30:00
2449,5,177,SALE,-2,SALE,753,2026-08-29 18:45:00
2450,2,187,SALE,-4,SALE,2372,2026-07-08 18:13:00
2451,5,50,SALE,-1,SALE,744,2026-08-03 19:18:00
2452,1,227,SALE,-1,SALE,922,2026-07-22 20:26:00
2453,5,58,SALE,-3,SALE,744,2026-08-03 19:18:00
2454,3,208,SALE,-4,SALE,4488,2026-09-21 11:16:00
2455,3,114,SALE,-4,SALE,3112,2026-06-06 16:18:00
2456,5,100,SALE,-2,SALE,4380,2026-07-23 18:09:00
2457,2,153,SALE,-2,SALE,1645,2026-07-14 09:05:00
2458,2,63,SALE,-1,SALE,627,2026-07-30 09:43:00
2459,2,205,SALE,-4,SALE,58,2026-06-26 19:30:00
2460,2,40,SALE,-1,SALE,3448,2026-07-14 20:10:00
2461,2,163,SALE,-3,SALE,1578,2026-08-31 11:29:00
2462,5,165,SALE,-4,SALE,825,2026-08-02 13:26:00
2463,1,132,SALE,-3,SALE,2746,2026-09-06 18:27:00
2464,1,157,SALE,-4,SALE,4068,2026-05-15 17:04:00
2465,5,66,SALE,-4,SALE,1958,2026-09-05 11:17:00
2466,5,21,SALE,-4,SALE,457,2026-05-16 15:34:00
2467,3,85,SALE,-1,SALE,826,2026-06-24 20:37:00
2468,3,185,SALE,-2,SALE,2611,2026-08-31 18:43:00
2469,5,214,SALE,-3,SALE,131,2026-09-26 18:11:00
2470,1,126,SALE,-3,SALE,4184,2026-06-12 11:35:00
2471,2,29,SALE,-2,SALE,2310,2026-09-10 18:50:00
2472,1,165,SALE,-2,SALE,3606,2026-08-15 17:34:00
2473,5,88,SALE,-2,SALE,3199,2026-06-07 13:10:00
2474,2,45,SALE,-4,SALE,1159,2026-05-20 18:33:00
2475,5,78,SALE,-4,SALE,3124,2026-08-03 10:50:00
2476,5,33,SALE,-3,SALE,206,2026-08-23 19:43:00
2477,4,219,SALE,-1,SALE,3992,2026-07-23 15:56:00
2478,4,230,SALE,-3,SALE,1302,2026-09-24 10:32:00
2479,4,51,SALE,-1,SALE,2010,2026-05-17 19:01:00
2480,5,26,SALE,-1,SALE,677,2026-06-08 20:23:00
2481,3,64,SALE,-1,SALE,239,2026-09-01 09:03:00
2482,4,74,SALE,-3,SALE,2517,2026-05-26 09:34:00
2483,4,17,SALE,-1,SALE,4364,2026-05-15 12:21:00
2484,3,81,SALE,-1,SALE,2777,2026-08-30 16:40:00
2485,5,99,SALE,-1,SALE,4653,2026-08-18 12:03:00
2486,5,26,SALE,-4,SALE,3753,2026-09-20 10:00:00
2487,2,162,SALE,-3,SALE,419,2026-09-24 13:39:00
2488,4,214,SALE,-3,SALE,429,2026-08-05 13:26:00
2489,2,183,SALE,-3,SALE,1705,2026-06-20 14:35:00
2490,3,62,SALE,-3,SALE,4899,2026-09-27 17:00:00
2491,5,101,SALE,-2,SALE,4959,2026-04-29 19:50:00
2492,5,126,SALE,-3,SALE,4077,2026-08-27 20:20:00
2493,3,103,SALE,-2,SALE,1201,2026-09-22 13:56:00
2494,3,33,SALE,-1,SALE,68,2026-05-14 13:49:00
2495,3,196,SALE,-4,SALE,164,2026-05-13 14:47:00
2496,1,122,SALE,-4,SALE,1750,2026-08-13 14:43:00
2497,3,128,SALE,-1,SALE,3786,2026-09-21 10:31:00
2498,5,61,SALE,-1,SALE,2419,2026-04-20 13:24:00
2499,4,17,SALE,-4,SALE,3850,2026-09-04 19:02:00
2500,4,5,SALE,-2,SALE,3423,2026-07-17 18:24:00
2501,2,141,SALE,-4,SALE,1658,2026-08-05 17:35:00
2502,3,30,SALE,-1,SALE,2796,2026-05-25 15:09:00
2503,2,188,SALE,-1,SALE,4006,2026-06-16 19:53:00
2504,5,6,SALE,-2,SALE,4001,2026-06-24 16:37:00
2505,2,187,SALE,-4,SALE,3389,2026-06-11 12:09:00
2506,2,98,SALE,-2,SALE,4529,2026-08-31 10:30:00
2507,4,38,SALE,-3,SALE,1353,2026-05-26 18:40:00
2508,4,151,SALE,-3,SALE,792,2026-09-10 09:17:00
2509,4,147,SALE,-2,SALE,3156,2026-07-28 16:50:00
2510,1,159,SALE,-2,SALE,3438,2026-05-17 15:39:00
2511,3,185,SALE,-1,SALE,4379,2026-08-25 12:07:00
2512,4,108,SALE,-2,SALE,4919,2026-04-07 16:23:00
2513,5,28,SALE,-2,SALE,4163,2026-09-11 09:01:00
2514,3,212,SALE,-2,SALE,2557,2026-06-28 16:15:00
2515,3,199,SALE,-2,SALE,2547,2026-09-03 10:03:00
2516,5,156,SALE,-1,SALE,1451,2026-04-10 14:45:00
2517,2,36,SALE,-4,SALE,4843,2026-09-02 17:56:00
2518,3,238,SALE,-1,SALE,3919,2026-06-05 20:09:00
2519,2,5,SALE,-1,SALE,4058,2026-09-18 17:11:00
2520,1,13,SALE,-2,SALE,4487,2026-09-05 17:53:00
2521,3,191,SALE,-2,SALE,1345,2026-04-17 09:58:00
2522,1,216,SALE,-3,SALE,379,2026-07-13 16:11:00
2523,2,43,SALE,-3,SALE,2001,2026-04-23 17:18:00
2524,3,220,SALE,-4,SALE,1486,2026-04-05 16:21:00
2525,1,225,SALE,-2,SALE,4744,2026-04-03 16:29:00
2526,2,238,SALE,-3,SALE,911,2026-06-17 13:36:00
2527,4,238,SALE,-1,SALE,81,2026-05-08 17:55:00
2528,3,57,SALE,-4,SALE,2006,2026-08-23 20:20:00
2529,2,104,SALE,-4,SALE,4373,2026-09-07 09:41:00
2530,4,223,SALE,-4,SALE,4308,2026-06-06 10:34:00
2531,4,112,SALE,-1,SALE,4287,2026-04-29 17:58:00
2532,4,126,SALE,-2,SALE,1824,2026-05-05 18:43:00
2533,5,205,SALE,-4,SALE,582,2026-04-16 20:56:00
2534,1,93,SALE,-4,SALE,4717,2026-04-24 18:59:00
2535,2,219,SALE,-4,SALE,2040,2026-06-07 18:49:00
2536,4,63,SALE,-1,SALE,1974,2026-05-13 16:41:00
2537,3,34,SALE,-3,SALE,296,2026-04-25 19:00:00
2538,5,115,SALE,-1,SALE,261,2026-08-06 10:19:00
2539,2,81,SALE,-3,SALE,1597,2026-06-11 11:29:00
2540,1,5,SALE,-4,SALE,2190,2026-05-25 18:58:00
2541,3,112,SALE,-4,SALE,1777,2026-06-07 20:54:00
2542,4,215,SALE,-4,SALE,2379,2026-06-17 16:23:00
2543,1,62,SALE,-3,SALE,3190,2026-04-07 17:56:00
2544,5,46,SALE,-2,SALE,737,2026-04-10 20:41:00
2545,1,203,SALE,-2,SALE,4374,2026-05-19 16:19:00
2546,2,116,SALE,-2,SALE,2506,2026-04-26 17:51:00
2547,1,35,SALE,-2,SALE,2214,2026-05-15 11:38:00
2548,2,126,SALE,-3,SALE,2877,2026-05-03 14:57:00
2549,4,84,SALE,-4,SALE,4151,2026-04-13 09:53:00
2550,4,37,SALE,-4,SALE,3350,2026-07-07 12:22:00
2551,4,191,SALE,-2,SALE,3225,2026-05-20 10:31:00
2552,5,4,SALE,-4,SALE,4375,2026-09-23 14:36:00
2553,3,230,SALE,-1,SALE,669,2026-04-28 13:10:00
2554,3,82,SALE,-1,SALE,417,2026-04-26 20:50:00
2555,5,14,SALE,-2,SALE,3638,2026-04-10 16:26:00
2556,2,26,SALE,-4,SALE,991,2026-09-07 16:45:00
2557,1,20,SALE,-2,SALE,2458,2026-04-23 15:30:00
2558,4,112,SALE,-3,SALE,3034,2026-07-31 19:59:00
2559,3,99,SALE,-4,SALE,397,2026-04-22 09:17:00
2560,5,177,SALE,-1,SALE,3963,2026-09-19 15:43:00
2561,3,45,SALE,-3,SALE,1981,2026-05-31 14:45:00
2562,1,138,SALE,-1,SALE,4469,2026-06-01 15:14:00
2563,2,195,SALE,-1,SALE,480,2026-05-24 12:15:00
2564,5,218,SALE,-1,SALE,4996,2026-08-01 11:58:00
2565,3,36,SALE,-1,SALE,3959,2026-04-17 19:11:00
2566,5,56,SALE,-3,SALE,4385,2026-04-26 20:02:00
2567,3,14,SALE,-3,SALE,422,2026-07-23 15:25:00
2568,3,52,SALE,-4,SALE,3299,2026-07-24 17:27:00
2569,3,120,SALE,-2,SALE,3754,2026-09-03 13:08:00
2570,5,30,SALE,-1,SALE,634,2026-04-10 12:04:00
2571,2,139,SALE,-4,SALE,2333,2026-07-27 09:05:00
2572,4,223,SALE,-4,SALE,1782,2026-04-12 18:43:00
2573,2,51,SALE,-1,SALE,4946,2026-06-11 11:35:00
2574,2,76,SALE,-2,SALE,4542,2026-04-15 13:52:00
2575,4,104,SALE,-2,SALE,4975,2026-09-17 13:40:00
2576,5,98,SALE,-3,SALE,563,2026-07-07 12:57:00
2577,1,199,SALE,-4,SALE,3139,2026-06-03 17:57:00
2578,3,107,SALE,-2,SALE,2416,2026-04-21 17:20:00
2579,2,170,SALE,-3,SALE,2302,2026-06-06 09:24:00
2580,4,130,SALE,-2,SALE,2035,2026-07-10 12:25:00
2581,1,105,SALE,-3,SALE,4419,2026-04-14 13:10:00
2582,3,202,SALE,-1,SALE,954,2026-05-31 09:09:00
2583,1,161,SALE,-3,SALE,739,2026-08-13 09:25:00
2584,5,94,SALE,-4,SALE,1780,2026-06-14 14:22:00
2585,1,216,SALE,-4,SALE,2129,2026-06-09 19:52:00
2586,2,115,SALE,-1,SALE,1811,2026-09-08 18:47:00
2587,2,215,SALE,-2,SALE,1077,2026-04-01 13:58:00
