sale_id,store_id,customer_id,user_id,invoice_number,sale_date,subtotal,discount,tax,total_amount,status
1077,2,409,14,INV-001077,2026-04-01 13:58:00,107667.4,2826.11,18871.42,123712.71,COMPLETED
1078,1,756,1,INV-001078,2026-04-22 18:14:00,97539.04,2380.47,17128.54,112287.11,COMPLETED
1079,1,392,2,INV-001079,2026-04-02 20:02:00,315575.57,22921.72,52677.69,345331.54,COMPLETED
1080,2,289,14,INV-001080,2026-05-26 20:33:00,277787.05,5607.14,48992.38,321172.29,COMPLETED
1081,2,211,9,INV-001081,2026-05-21 15:07:00,113330.55,3850.26,19706.45,129186.74,COMPLETED
1082,2,733,10,INV-001082,2026-04-26 15:22:00,170183.64,9691.39,28888.61,189380.86,COMPLETED
1083,4,433,25,INV-001083,2026-09-25 12:50:00,208046.77,12361.23,35223.4,230908.94,COMPLETED
1084,1,635,6,INV-001084,2026-09-05 18:12:00,118706.98,2950.3,20836.2,136592.88,COMPLETED
1085,3,788,17,INV-001085,2026-08-06 11:14:00,152950.73,10821.27,25583.3,167712.76,CANCELLED
1086,2,896,13,INV-001086,2026-06-15 17:23:00,28624.22,1358.87,4907.76,32173.11,COMPLETED
1087,4,65,29,INV-001087,2026-09-15 09:00:00,223445.46,12336.16,37999.66,249108.96,COMPLETED
1088,5,269,33,INV-001088,2026-09-20 15:03:00,185375.98,9209.58,31709.95,207876.35,COMPLETED
1089,4,556,25,INV-001089,2026-07-25 19:54:00,235266.38,22617.09,38276.87,250926.16,COMPLETED
1090,3,532,17,INV-001090,2026-07-05 17:47:00,295416.92,19019.28,49751.58,326149.22,COMPLETED
1091,3,373,18,INV-001091,2026-07-15 15:02:00,160845.5,10076.45,27138.43,177907.48,COMPLETED
1092,2,838,9,INV-001092,2026-07-13 16:44:00,58972.88,1295.3,10381.96,68059.54,COMPLETED
1093,4,795,29,INV-001093,2026-04-21 18:01:00,280246.64,16857.83,47409.98,310798.79,COMPLETED
1094,1,818,5,INV-001094,2026-09-11 14:54:00,25554.93,1751.03,4284.7,28088.6,COMPLETED
1095,4,269,25,INV-001095,2026-09-13 17:27:00,48997.56,4014.63,8096.93,53079.86,COMPLETED
1096,2,860,10,INV-001096,2026-04-16 10:25:00,86075.56,6769.57,14275.08,93581.07,COMPLETED
1097,5,503,34,INV-001097,2026-05-01 17:09:00,170536.96,12554.4,28436.86,186419.42,COMPLETED
1098,3,415,18,INV-001098,2026-08-29 13:10:00,24182.7,2822.05,3844.92,25205.57,COMPLETED
1099,3,116,17,INV-001099,2026-06-12 14:49:00,217571.11,19010.33,35740.94,234301.72,COMPLETED
1100,2,715,9,INV-001100,2026-05-08 20:43:00,26697.64,1327.25,4566.67,29937.06,COMPLETED
1101,4,680,29,INV-001101,2026-05-27 19:07:00,189628.4,18385.7,30823.69,202066.39,COMPLETED
1102,1,963,2,INV-001102,2026-07-24 09:07:00,80497.11,4314.44,13712.88,89895.55,COMPLETED
1103,2,154,14,INV-001103,2026-08-14 11:38:00,171098.21,14541.44,28180.22,184736.99,COMPLETED
1104,2,647,14,INV-001104,2026-06-10 10:04:00,315002.11,23151.48,52533.11,344383.74,COMPLETED
1105,2,246,9,INV-001105,2026-09-07 10:29:00,2480.16,295.91,393.16,2577.41,COMPLETED
1106,3,334,18,INV-001106,2026-08-31 15:40:00,277767.23,31335.79,44357.66,290789.1,COMPLETED
1107,3,306,18,INV-001107,2026-05-12 19:56:00,97311.17,7827.04,16107.14,105591.27,COMPLETED
1108,4,843,30,INV-001108,2026-09-28 09:15:00,345567.52,9578.02,60478.11,396467.61,COMPLETED
1109,1,809,6,INV-001109,2026-07-04 13:43:00,481.56,47.79,78.08,511.85,COMPLETED
1110,3,511,22,INV-001110,2026-06-03 17:23:00,86792.72,5795.33,14579.53,95576.92,COMPLETED
1111,5,133,33,INV-001111,2026-07-05 18:19:00,209087.2,9929.37,35848.4,235006.23,COMPLETED
1112,4,990,25,INV-001112,2026-07-26 18:37:00,192180.32,11169.67,32581.9,213592.55,COMPLETED
1113,4,626,30,INV-001113,2026-05-18 14:58:00,190255.71,15259.19,31499.37,206495.89,COMPLETED
1114,5,159,33,INV-001114,2026-05-03 15:00:00,11408.11,396.44,1982.1,12993.77,COMPLETED
1115,4,861,26,INV-001115,2026-09-05 20:47:00,97357.14,8659.23,15965.62,104663.53,COMPLETED
1116,3,223,17,INV-001116,2026-06-16 10:01:00,183841.04,6371.6,31944.5,209413.94,COMPLETED
1117,3,305,22,INV-001117,2026-05-11 20:50:00,88688.88,2067.46,15591.85,102213.27,COMPLETED
1118,2,584,9,INV-001118,2026-08-03 15:27:00,260192.33,14477.15,44228.73,289943.91,COMPLETED
1119,5,419,38,INV-001119,2026-04-26 17:27:00,294116.55,18766.0,49563.09,324913.64,COMPLETED
1120,5,871,37,INV-001120,2026-07-13 10:00:00,192760.2,11470.04,32632.23,213922.39,COMPLETED
1121,3,232,17,INV-001121,2026-07-17 10:48:00,300588.88,21643.57,50210.16,329155.47,COMPLETED
1122,4,564,29,INV-001122,2026-09-03 09:49:00,187640.48,19163.09,30325.93,198803.32,COMPLETED
1123,4,330,30,INV-001123,2026-04-20 18:04:00,284252.01,8333.03,49665.42,325584.4,COMPLETED
1124,1,572,1,INV-001124,2026-06-30 17:00:00,75724.42,2696.49,13145.03,86172.96,COMPLETED
1125,3,617,18,INV-001125,2026-09-18 10:58:00,311078.96,4929.49,55106.91,361256.38,COMPLETED
1126,5,19,37,INV-001126,2026-06-03 18:59:00,167790.26,12003.4,28041.64,183828.5,COMPLETED
1127,3,676,17,INV-001127,2026-07-23 17:34:00,158709.92,6126.76,27464.97,180048.13,COMPLETED
1128,4,709,29,INV-001128,2026-07-21 20:38:00,105433.14,3112.79,18417.66,120738.01,COMPLETED
1129,4,270,29,INV-001129,2026-04-06 17:58:00,87013.01,7392.08,14331.76,93952.69,COMPLETED
1130,2,95,9,INV-001130,2026-05-22 19:54:00,172012.3,9425.59,29265.6,191852.31,COMPLETED
1131,2,247,14,INV-001131,2026-05-18 19:07:00,24222.44,94.03,4343.11,28471.52,CANCELLED
1132,2,19,10,INV-001132,2026-06-20 12:38:00,199142.28,11163.04,33836.27,221815.51,COMPLETED
1133,1,400,5,INV-001133,2026-04-19 18:36:00,232613.2,7230.22,40568.94,265951.92,COMPLETED
1134,5,945,38,INV-001134,2026-04-01 14:14:00,40668.12,359.53,7255.55,47564.14,COMPLETED
1135,3,833,22,INV-001135,2026-08-21 16:00:00,134360.98,2716.86,23695.94,155340.06,COMPLETED
1136,4,380,25,INV-001136,2026-04-12 11:46:00,154751.94,9164.29,26205.78,171793.43,COMPLETED
1137,1,374,2,INV-001137,2026-05-05 09:38:00,288715.12,25176.39,47436.97,310975.7,COMPLETED
1138,2,43,14,INV-001138,2026-04-13 18:45:00,394796.98,33444.9,65043.37,426395.45,COMPLETED
1139,3,231,21,INV-001139,2026-08-10 10:07:00,463900.43,38635.55,76547.68,501812.56,COMPLETED
1140,3,127,18,INV-001140,2026-08-05 18:31:00,13144.32,599.2,2258.12,14803.24,COMPLETED
1141,4,318,26,INV-001141,2026-08-17 15:01:00,290260.69,8326.66,50748.13,332682.16,COMPLETED
1142,2,70,9,INV-001142,2026-07-22 12:43:00,101863.6,9888.47,16555.52,108530.65,COMPLETED
1143,5,586,38,INV-001143,2026-04-16 14:08:00,27500.51,870.07,4793.48,31423.92,COMPLETED
1144,4,750,29,INV-001144,2026-07-03 12:06:00,178841.86,5610.4,31181.67,204413.13,COMPLETED
1145,3,595,22,INV-001145,2026-05-25 15:21:00,280285.46,13925.74,47944.75,314304.47,COMPLETED
1146,4,821,30,INV-001146,2026-04-23 17:16:00,44096.22,1509.28,7665.65,50252.59,COMPLETED
1147,2,871,10,INV-001147,2026-05-07 20:45:00,239591.11,10939.5,41157.29,269808.9,COMPLETED
1148,5,265,34,INV-001148,2026-05-13 16:30:00,94824.76,6649.84,15871.49,104046.41,COMPLETED
1149,2,590,9,INV-001149,2026-04-25 13:44:00,103278.24,7644.83,17214.01,112847.42,COMPLETED
1150,3,142,21,INV-001150,2026-05-25 13:31:00,74930.9,7997.75,12047.97,78981.12,COMPLETED
1151,3,337,17,INV-001151,2026-06-08 20:21:00,213267.62,10138.52,36563.24,239692.34,COMPLETED
1152,5,128,34,INV-001152,2026-04-08 09:45:00,202176.6,14039.83,33864.62,222001.39,COMPLETED
1153,4,978,25,INV-001153,2026-07-11 15:59:00,277754.58,11233.46,47973.8,314494.92,COMPLETED
1154,5,139,37,INV-001154,2026-09-09 13:05:00,63632.76,6040.67,10366.58,67958.67,COMPLETED
1155,4,19,29,INV-001155,2026-09-20 19:55:00,308589.82,22329.48,51526.86,337787.2,COMPLETED
1156,4,825,26,INV-001156,2026-08-09 19:22:00,75073.29,2656.58,13035.01,85451.72,COMPLETED
1157,5,863,37,INV-001157,2026-09-01 10:16:00,153817.39,10586.53,25781.56,169012.42,COMPLETED
1158,3,104,22,INV-001158,2026-05-04 10:10:00,308490.88,12914.39,53203.76,348780.25,COMPLETED
1159,2,932,10,INV-001159,2026-05-20 18:33:00,188293.38,10970.95,31918.03,209240.46,COMPLETED
1160,2,462,10,INV-001160,2026-08-13 19:34:00,157362.79,4612.62,27495.03,180245.2,COMPLETED
1161,3,766,22,INV-001161,2026-08-26 18:34:00,210843.59,10480.93,36065.27,236427.93,COMPLETED
1162,5,158,38,INV-001162,2026-05-22 15:51:00,40458.84,2786.47,6781.03,44453.4,COMPLETED
1163,4,8,26,INV-001163,2026-04-26 15:20:00,100787.51,8707.52,16574.4,108654.39,COMPLETED
1164,3,910,21,INV-001164,2026-08-05 14:06:00,67837.5,1736.01,11898.27,77999.76,COMPLETED
1165,4,299,26,INV-001165,2026-09-22 09:22:00,78565.8,3327.11,13542.96,88781.65,COMPLETED
1166,3,267,21,INV-001166,2026-04-18 17:37:00,493881.3,30574.72,83395.19,546701.77,COMPLETED
1167,2,199,14,INV-001167,2026-04-12 18:19:00,137672.75,8748.93,23206.28,152130.1,COMPLETED
1168,5,765,37,INV-001168,2026-04-18 12:17:00,211818.55,11921.81,35981.41,235878.15,COMPLETED
1169,5,540,37,INV-001169,2026-04-04 13:20:00,73808.78,3134.84,12721.31,83395.25,COMPLETED
1170,5,587,33,INV-001170,2026-06-22 16:40:00,67637.25,3520.09,11541.09,75658.25,CANCELLED
1171,1,735,2,INV-001171,2026-09-05 13:17:00,63186.75,4383.15,10584.65,69388.25,COMPLETED
1172,5,626,37,INV-001172,2026-04-05 16:12:00,211984.5,14322.59,35579.14,233241.05,COMPLETED
1173,3,673,17,INV-001173,2026-06-19 10:32:00,301405.64,22677.17,50171.12,328899.59,COMPLETED
1174,5,163,38,INV-001174,2026-06-02 19:49:00,275944.86,9413.44,47975.66,314507.08,COMPLETED
1175,4,859,30,INV-001175,2026-08-02 13:59:00,145965.58,10189.17,24439.75,160216.16,COMPLETED
1176,2,844,14,INV-001176,2026-07-02 14:36:00,152504.03,12882.39,25131.9,164753.54,COMPLETED
1177,4,156,25,INV-001177,2026-05-14 12:30:00,400902.97,20649.02,68445.71,448699.66,COMPLETED
1178,4,509,30,INV-001178,2026-06-20 14:12:00,201490.82,11613.28,34177.96,224055.5,COMPLETED
1179,4,518,26,INV-001179,2026-06-07 17:32:00,163141.58,9785.46,27604.1,180960.22,COMPLETED
1180,3,561,17,INV-001180,2026-08-18 10:09:00,357796.74,19093.26,60966.61,399670.09,COMPLETED
1181,1,466,1,INV-001181,2026-08-29 11:14:00,365760.56,27107.41,60957.57,399610.72,COMPLETED
1182,4,336,30,INV-001182,2026-07-27 17:39:00,348026.28,18048.79,59395.96,389373.45,COMPLETED
1183,2,331,9,INV-001183,2026-06-24 14:40:00,82542.9,4358.05,14073.27,92258.12,COMPLETED
1184,1,633,6,INV-001184,2026-09-02 19:56:00,177299.88,6394.61,30762.95,201668.22,COMPLETED
1185,1,66,5,INV-001185,2026-06-18 16:03:00,33827.92,3800.4,5404.95,35432.47,CANCELLED
1186,3,204,17,INV-001186,2026-07-12 17:28:00,43430.24,4269.03,7049.02,46210.23,COMPLETED
1187,1,900,6,INV-001187,2026-07-25 18:28:00,451507.83,19455.19,77769.47,509822.11,COMPLETED
1188,4,977,30,INV-001188,2026-06-16 09:04:00,251577.01,11427.02,43227.0,283376.99,COMPLETED
1189,2,679,10,INV-001189,2026-07-22 12:06:00,238012.44,15723.37,40012.03,262301.1,COMPLETED
1190,3,564,17,INV-001190,2026-06-28 19:47:00,30282.83,2479.15,5004.66,32808.34,COMPLETED
1191,3,181,22,INV-001191,2026-05-02 14:47:00,290799.44,9500.34,50633.84,331932.94,COMPLETED
1192,5,662,33,INV-001192,2026-06-13 10:14:00,258500.04,17890.26,43309.76,283919.54,COMPLETED
1193,4,27,29,INV-001193,2026-05-03 18:51:00,48433.1,5038.45,7811.04,51205.69,COMPLETED
1194,2,985,14,INV-001194,2026-09-10 14:59:00,131214.4,11133.49,21614.56,141695.47,COMPLETED
1195,4,471,30,INV-001195,2026-05-02 18:47:00,145045.17,5937.6,25039.36,164146.93,COMPLETED
1196,2,629,13,INV-001196,2026-08-29 17:02:00,6653.92,579.05,1093.48,7168.35,CANCELLED
1197,5,913,34,INV-001197,2026-07-17 16:22:00,376086.78,9673.99,65954.3,432367.09,COMPLETED
1198,3,469,17,INV-001198,2026-06-17 15:58:00,230127.76,22317.24,37405.89,245216.41,COMPLETED
1199,2,582,9,INV-001199,2026-08-28 14:47:00,292317.28,25983.42,47940.09,314273.95,COMPLETED
1200,5,27,33,INV-001200,2026-05-26 17:20:00,15047.13,619.84,2596.91,17024.2,COMPLETED
1201,3,948,21,INV-001201,2026-09-22 13:56:00,273924.28,17141.55,46220.89,303003.62,COMPLETED
1202,4,595,29,INV-001202,2026-05-21 11:22:00,21153.54,1768.48,3489.31,22874.37,COMPLETED
1203,3,66,18,INV-001203,2026-05-05 20:00:00,258742.94,5832.82,45523.82,298433.94,COMPLETED
1204,1,103,1,INV-001204,2026-09-26 17:30:00,47877.65,1659.44,8319.28,54537.49,COMPLETED
1205,4,175,30,INV-001205,2026-09-09 10:51:00,28195.42,1856.81,4740.95,31079.56,COMPLETED
1206,5,434,37,INV-001206,2026-06-17 11:21:00,124348.98,4856.76,21508.59,141000.81,COMPLETED
1207,4,55,25,INV-001207,2026-05-18 12:03:00,138549.81,15203.5,22202.33,145548.64,COMPLETED
1208,2,296,10,INV-001208,2026-04-25 10:18:00,20707.09,876.44,3569.52,23400.17,COMPLETED
1209,1,435,6,INV-001209,2026-06-03 12:54:00,254139.56,4959.71,44852.38,294032.23,COMPLETED
1210,1,777,1,INV-001210,2026-05-24 13:34:00,222144.22,18909.74,36582.2,239816.68,COMPLETED
1211,2,344,13,INV-001211,2026-07-15 19:18:00,202571.11,15935.11,33594.48,220230.48,COMPLETED
1212,3,440,22,INV-001212,2026-05-20 13:11:00,100917.24,2997.45,17625.56,115545.35,COMPLETED
1213,2,678,13,INV-001213,2026-08-25 17:40:00,54928.59,5208.71,8949.58,58669.46,CANCELLED
1214,4,834,29,INV-001214,2026-06-25 18:54:00,13161.24,1206.67,2151.82,14106.39,COMPLETED
1215,2,635,9,INV-001215,2026-07-16 15:19:00,13161.24,1236.25,2146.5,14071.49,COMPLETED
1216,5,164,37,INV-001216,2026-06-13 16:49:00,334082.98,12021.91,57970.99,380032.06,COMPLETED
1217,2,297,10,INV-001217,2026-05-22 20:48:00,385595.55,34302.52,63232.75,414525.78,COMPLETED
1218,3,963,18,INV-001218,2026-09-16 13:26:00,66849.66,3540.28,11395.69,74705.07,COMPLETED
1219,1,882,5,INV-001219,2026-05-28 19:32:00,61104.12,6576.79,9814.92,64342.25,COMPLETED
1220,4,30,25,INV-001220,2026-06-02 09:31:00,118197.66,2402.4,20843.15,136638.41,COMPLETED
1221,5,835,38,INV-001221,2026-08-02 17:57:00,46461.4,2155.42,7975.08,52281.06,COMPLETED
1222,2,293,9,INV-001222,2026-07-11 12:37:00,120651.69,3852.15,21023.91,137823.45,COMPLETED
1223,4,940,26,INV-001223,2026-05-19 18:06:00,167427.64,10580.89,28232.41,185079.16,COMPLETED
1224,4,581,29,INV-001224,2026-07-27 10:39:00,88411.42,3064.29,15362.49,100709.62,COMPLETED
1225,4,582,26,INV-001225,2026-09-02 13:46:00,362956.34,21273.64,61502.89,403185.59,COMPLETED
1226,5,91,37,INV-001226,2026-04-16 10:55:00,86157.74,7778.54,14108.26,92487.46,COMPLETED
1227,2,155,9,INV-001227,2026-08-14 17:53:00,131278.24,10358.74,21765.51,142685.01,COMPLETED
1228,5,310,37,INV-001228,2026-08-20 13:56:00,130665.54,2776.27,23020.07,150909.34,COMPLETED
1229,5,211,33,INV-001229,2026-08-18 15:03:00,137059.16,1626.32,24377.91,159810.75,COMPLETED
1230,4,209,25,INV-001230,2026-05-05 20:06:00,118573.59,7628.85,19970.05,130914.79,COMPLETED
1231,2,957,14,INV-001231,2026-09-26 10:49:00,273073.06,18143.45,45887.34,300816.95,COMPLETED
1232,1,126,6,INV-001232,2026-08-26 13:10:00,77454.33,1941.65,13592.29,89104.97,COMPLETED
1233,3,421,17,INV-001233,2026-08-31 19:27:00,237506.24,14339.9,40169.95,263336.29,CANCELLED
1234,2,758,14,INV-001234,2026-06-19 10:00:00,39460.68,4224.02,6342.6,41579.26,COMPLETED
1235,5,437,37,INV-001235,2026-07-09 18:18:00,344073.2,21059.61,58142.45,381156.04,COMPLETED
1236,2,654,14,INV-001236,2026-04-23 16:09:00,144848.54,5589.64,25066.6,164325.5,COMPLETED
1237,2,839,9,INV-001237,2026-07-06 17:41:00,351849.48,27711.72,58344.8,382482.56,COMPLETED
1238,1,139,6,INV-001238,2026-08-16 11:00:00,203334.09,7920.72,35174.41,230587.78,COMPLETED
1239,3,335,22,INV-001239,2026-05-10 17:12:00,240535.29,2645.6,42820.15,280709.84,COMPLETED
1240,1,959,1,INV-001240,2026-06-03 14:42:00,26813.43,624.99,4713.92,30902.36,COMPLETED
1241,2,785,10,INV-001241,2026-09-12 17:37:00,52887.02,2868.65,9003.3,59021.67,COMPLETED
1242,5,614,33,INV-001242,2026-07-28 17:15:00,39008.3,3985.81,6304.05,41326.54,COMPLETED
1243,5,932,37,INV-001243,2026-06-24 12:19:00,30251.49,3164.02,4875.74,31963.21,COMPLETED
1244,3,481,21,INV-001244,2026-08-21 15:51:00,201406.08,11223.5,34232.87,224415.45,COMPLETED
1245,2,572,14,INV-001245,2026-08-28 10:42:00,149225.56,7296.37,25547.25,167476.44,COMPLETED
1246,3,981,21,INV-001246,2026-06-28 16:50:00,131871.58,5725.11,22706.36,148852.83,COMPLETED
1247,1,368,5,INV-001247,2026-05-10 17:38:00,257317.15,12061.71,44145.98,289401.42,COMPLETED
1248,1,429,2,INV-001248,2026-09-17 17:04:00,125847.04,3027.45,22107.53,144927.12,COMPLETED
1249,5,303,38,INV-001249,2026-06-08 13:29:00,212755.68,12441.92,36056.49,236370.25,COMPLETED
1250,1,727,6,INV-001250,2026-05-03 13:07:00,229972.05,14933.61,38706.92,253745.36,COMPLETED
1251,2,577,14,INV-001251,2026-07-06 09:10:00,39859.43,1416.69,6919.68,45362.42,COMPLETED
1252,2,869,10,INV-001252,2026-04-22 14:40:00,213985.26,7296.06,37204.06,243893.26,COMPLETED
1253,5,850,34,INV-001253,2026-05-04 09:19:00,73288.44,4762.93,12334.59,80860.1,COMPLETED
1254,2,922,10,INV-001254,2026-07-13 15:38:00,67551.82,5373.13,11192.16,73370.85,COMPLETED
1255,2,513,10,INV-001255,2026-04-12 13:34:00,93565.32,6730.84,15630.2,102464.68,COMPLETED
1256,5,87,38,INV-001256,2026-09-02 09:00:00,33767.83,744.81,5944.14,38967.16,COMPLETED
1257,1,150,6,INV-001257,2026-05-18 14:24:00,127290.78,7790.38,21510.08,141010.48,COMPLETED
1258,1,813,5,INV-001258,2026-06-28 20:51:00,147232.06,9700.32,24755.72,162287.46,COMPLETED
1259,3,297,22,INV-001259,2026-07-22 20:18:00,130734.52,4262.27,22765.01,149237.26,COMPLETED
1260,1,998,6,INV-001260,2026-08-06 15:26:00,298158.25,12572.93,51405.36,336990.68,COMPLETED
1261,5,417,33,INV-001261,2026-09-17 10:51:00,151516.56,5250.68,26327.86,172593.74,COMPLETED
1262,3,74,18,INV-001262,2026-05-06 15:52:00,225423.7,12077.92,38402.24,251748.02,COMPLETED
1263,3,584,18,INV-001263,2026-08-16 18:58:00,31888.79,802.78,5595.48,36681.49,COMPLETED
1264,5,130,34,INV-001264,2026-08-01 17:45:00,94614.94,6471.43,15865.83,104009.34,COMPLETED
1265,5,43,34,INV-001265,2026-04-25 10:49:00,326160.28,23421.86,54492.91,357231.33,COMPLETED
1266,3,825,17,INV-001266,2026-05-07 16:11:00,80829.09,8279.82,13058.87,85608.14,COMPLETED
1267,3,524,22,INV-001267,2026-06-15 18:27:00,62104.3,4241.77,10415.25,68277.78,COMPLETED
1268,1,593,6,INV-001268,2026-05-04 18:26:00,149012.01,15067.06,24110.09,158055.04,COMPLETED
1269,4,184,30,INV-001269,2026-08-31 12:47:00,149015.11,13437.35,24403.99,159981.75,COMPLETED
1270,4,923,29,INV-001270,2026-04-02 11:09:00,67806.18,3049.29,11656.24,76413.13,COMPLETED
1271,5,879,38,INV-001271,2026-05-06 14:07:00,279415.89,13770.33,47816.2,313461.76,COMPLETED
1272,1,325,5,INV-001272,2026-04-17 20:59:00,314135.14,7504.89,55193.44,361823.69,COMPLETED
1273,2,842,9,INV-001273,2026-04-13 20:43:00,245627.02,6827.37,42983.93,281783.58,COMPLETED
1274,5,511,38,INV-001274,2026-09-11 10:44:00,163008.39,12117.79,27160.3,178050.9,COMPLETED
1275,5,25,34,INV-001275,2026-08-22 14:58:00,74010.94,6208.32,12204.48,80007.1,COMPLETED
1276,1,111,1,INV-001276,2026-06-24 13:25:00,74975.46,7081.43,12220.93,80114.96,COMPLETED
1277,1,975,2,INV-001277,2026-08-13 20:32:00,242171.15,17412.57,40456.54,265215.12,COMPLETED
1278,3,535,18,INV-001278,2026-09-10 19:06:00,198045.92,7389.39,34318.18,224974.71,COMPLETED
1279,4,391,29,INV-001279,2026-06-12 16:07:00,67700.89,2967.73,11651.97,76385.13,COMPLETED
1280,1,96,6,INV-001280,2026-04-28 14:33:00,300588.94,21633.3,50212.01,329167.65,COMPLETED
1281,1,886,5,INV-001281,2026-04-08 14:34:00,96831.46,5361.01,16464.68,107935.13,COMPLETED
1282,2,253,13,INV-001282,2026-07-03 12:15:00,443135.86,17114.39,76683.86,502705.33,COMPLETED
1283,4,562,30,INV-001283,2026-08-03 18:55:00,55010.99,807.78,9756.58,63959.79,COMPLETED
1284,4,441,30,INV-001284,2026-08-30 17:51:00,23223.98,1156.26,3972.19,26039.91,COMPLETED
1285,4,992,25,INV-001285,2026-06-01 09:51:00,330261.24,19030.58,56021.52,367252.18,COMPLETED
1286,5,144,37,INV-001286,2026-06-21 11:44:00,159587.01,4984.6,27828.43,182430.84,COMPLETED
1287,2,692,13,INV-001287,2026-06-14 16:13:00,73846.84,7521.44,11938.57,78263.97,COMPLETED
1288,1,958,6,INV-001288,2026-05-01 19:37:00,524249.48,26792.76,89542.21,586998.93,COMPLETED
1289,3,18,17,INV-001289,2026-09-05 20:23:00,241481.92,22391.64,39436.25,258526.53,COMPLETED
1290,2,131,10,INV-001290,2026-04-23 18:04:00,145154.26,11755.79,24011.73,157410.2,COMPLETED
1291,4,85,25,INV-001291,2026-06-24 09:47:00,13880.48,661.21,2379.47,15598.74,COMPLETED
1292,1,517,1,INV-001292,2026-04-09 11:25:00,220719.64,21881.17,35790.92,234629.39,COMPLETED
1293,3,520,21,INV-001293,2026-08-07 20:13:00,167347.77,8340.31,28621.34,187628.8,COMPLETED
1294,4,696,29,INV-001294,2026-06-01 11:01:00,21553.66,1501.46,3609.4,23661.6,COMPLETED
1295,4,271,29,INV-001295,2026-08-30 11:46:00,138450.66,3939.08,24212.08,158723.66,COMPLETED
1296,1,573,1,INV-001296,2026-06-26 13:13:00,76670.85,6585.15,12615.43,82701.13,COMPLETED
1297,3,866,22,INV-001297,2026-09-15 12:24:00,256106.93,10222.59,44259.17,290143.51,COMPLETED
1298,5,178,33,INV-001298,2026-08-13 19:14:00,171147.47,11653.94,28708.84,188202.37,COMPLETED
1299,2,428,14,INV-001299,2026-07-18 10:15:00,265829.94,15724.01,45019.07,295125.0,COMPLETED
1300,4,788,29,INV-001300,2026-07-27 09:55:00,83761.86,6336.31,13936.6,91362.15,COMPLETED
1301,5,510,38,INV-001301,2026-05-22 18:28:00,218450.92,17746.39,36126.8,236831.33,COMPLETED
1302,4,491,30,INV-001302,2026-09-24 10:32:00,246337.9,9257.96,42674.38,279754.32,COMPLETED
1303,2,947,14,INV-001303,2026-07-12 11:37:00,36674.9,2326.57,6182.7,40531.03,COMPLETED
1304,4,973,25,INV-001304,2026-07-11 14:10:00,85748.88,7099.17,14156.95,92806.66,COMPLETED
1305,3,638,21,INV-001305,2026-08-01 16:29:00,134235.55,6818.4,22935.08,150352.23,COMPLETED
1306,5,325,33,INV-001306,2026-04-08 10:58:00,31079.67,3093.2,5037.56,33024.03,COMPLETED
1307,3,360,22,INV-001307,2026-04-24 17:34:00,143419.25,7881.46,24396.8,159934.59,COMPLETED
1308,2,575,14,INV-001308,2026-08-04 14:40:00,223943.69,9190.77,38655.53,253408.45,COMPLETED
1309,1,282,6,INV-001309,2026-05-14 18:48:00,60090.39,1076.11,10622.57,69636.85,COMPLETED
1310,2,620,14,INV-001310,2026-05-24 10:40:00,354143.56,30282.59,58294.97,382155.94,COMPLETED
1311,5,373,38,INV-001311,2026-06-01 16:50:00,67365.55,4958.47,11233.28,73640.36,COMPLETED
1312,4,262,30,INV-001312,2026-04-13 20:24:00,194749.48,15191.63,32320.41,211878.26,CANCELLED
1313,4,950,29,INV-001313,2026-08-10 12:42:00,106901.51,7974.59,17806.85,116733.77,COMPLETED
1314,4,222,30,INV-001314,2026-07-21 15:53:00,226429.24,1088.5,40561.33,265902.07,COMPLETED
1315,2,790,14,INV-001315,2026-09-04 17:13:00,109062.15,10615.86,17720.34,116166.63,COMPLETED
1316,1,739,5,INV-001316,2026-04-09 18:11:00,241469.27,16274.23,40535.1,265730.14,COMPLETED
1317,3,248,17,INV-001317,2026-08-22 09:04:00,182524.36,8676.27,31292.66,205140.75,COMPLETED
1318,2,233,13,INV-001318,2026-04-17 11:58:00,71009.66,2925.21,12255.19,80339.64,COMPLETED
1319,1,890,5,INV-001319,2026-05-13 15:22:00,97518.31,4912.35,16669.07,109275.03,COMPLETED
1320,3,709,17,INV-001320,2026-04-14 17:23:00,474574.13,39954.0,78231.63,512851.76,COMPLETED
1321,2,97,13,INV-001321,2026-04-21 16:42:00,93319.08,8928.42,15190.32,99580.98,COMPLETED
1322,5,426,33,INV-001322,2026-07-26 12:15:00,238370.07,25123.27,38384.43,251631.23,COMPLETED
1323,4,527,25,INV-001323,2026-06-05 17:07:00,338001.79,14361.79,58255.21,381895.21,COMPLETED
1324,4,319,25,INV-001324,2026-06-25 09:45:00,148865.4,12087.1,24620.09,161398.39,COMPLETED
1325,2,801,13,INV-001325,2026-05-29 17:58:00,162263.24,6820.81,27979.64,183422.07,COMPLETED
1326,2,253,9,INV-001326,2026-06-05 11:30:00,132787.87,5598.5,22894.09,150083.46,COMPLETED
1327,3,917,18,INV-001327,2026-04-22 17:54:00,125415.68,5095.41,21657.65,141977.92,COMPLETED
1328,2,496,14,INV-001328,2026-05-01 19:41:00,34264.79,1677.61,5865.69,38452.87,COMPLETED
1329,4,400,26,INV-001329,2026-06-26 10:58:00,258444.23,12739.27,44226.9,289931.86,COMPLETED
1330,5,407,34,INV-001330,2026-08-24 10:50:00,280807.59,8674.72,48983.91,321116.78,COMPLETED
